txn_id,customer_id,txn_date,txn_amount,txn_type,merchant_category,txn_channel,city,is_declined,city_tier
TXN000012901,CUST0009528,2024-06-14,112.21,debit,utilities,card,Chennai,0,tier1
TXN000012902,CUST0012979,2026-09-06,2147.83,debit,travel,card,Bengaluru,0,tier1
TXN000012903,CUST0020631,2027-02-21,5271.91,debit,groceries,card,Bhopal,1,tier2
TXN000012904,CUST0023805,2025-09-28,5275.02,debit,fashion,card,Kolkata,0,tier1
TXN000012905,CUST0020011,2026-01-04,1810.63,debit,dining,UPI,Chennai,0,tier1
TXN000012906,CUST0021975,2027-04-01,219.32,credit,fashion,UPI,Mumbai,0,tier1
TXN000012907,CUST0001748,2026-07-26,797.19,credit,healthcare,card,Delhi,0,tier1
TXN000012908,CUST0006068,2027-02-14,834.37,debit,utilities,UPI,Kolkata,0,tier1
TXN000012909,CUST0008819,2025-08-17,3350.19,credit,dining,card,Surat,0,tier2
TXN000012910,CUST0007722,2026-10-04,230.62,debit,fashion,UPI,Bengaluru,0,tier1
TXN000012911,CUST0002005,2024-11-27,424.28,credit,fashion,UPI,Patna,1,tier2
TXN000012912,CUST0012059,2024-02-13,1332.12,debit,dining,UPI,Pune,0,tier1
TXN000012913,CUST0006310,2027-03-04,7475.04,debit,fuel,UPI,Delhi,0,tier1
TXN000012914,CUST0000010,2025-02-26,4354.17,credit,healthcare,UPI,Bhopal,0,tier2
TXN000012915,CUST0001737,2025-08-21,817.13,credit,dining,UPI,Hyderabad,0,tier1
TXN000012916,CUST0027582,2026-05-14,984.05,debit,utilities,card,Coimbatore,0,tier2
TXN000012917,CUST0013618,2026-12-05,351.45,credit,groceries,UPI,Delhi,0,tier1
TXN000012918,CUST0021127,2026-07-18,1510.9,debit,fuel,UPI,Kolkata,0,tier1
TXN000012919,CUST0026688,2025-01-28,1197.53,credit,education,UPI,Coimbatore,0,tier2
TXN000012920,CUST0001863,2025-01-11,11552.66,debit,fuel,UPI,Ahmedabad,0,tier2
TXN000012921,CUST0000877,2025-06-12,1651.48,credit,electronics,UPI,Ahmedabad,0,tier2
TXN000012922,CUST0005143,2026-02-27,570.75,debit,electronics,UPI,Nagpur,0,tier2
TXN000012923,CUST0017194,2024-08-05,155.04,debit,travel,UPI,Mumbai,0,tier1
TXN000012924,CUST0001472,2025-02-17,2797.97,debit,healthcare,card,Mumbai,0,tier1
TXN000012925,CUST0028581,2024-06-21,13616.91,debit,healthcare,UPI,Mumbai,0,tier1
TXN000012926,CUST0026731,2026-08-26,2884.19,debit,groceries,card,Jaipur,0,tier2
TXN000012927,CUST0024835,2026-02-20,2807.43,refund,utilities,UPI,Kolkata,0,tier1
TXN000012928,CUST0023283,2024-10-10,51.74,debit,fashion,card,Lucknow,0,tier2
TXN000012929,CUST0022147,2025-12-29,125.72,debit,fuel,UPI,Chennai,0,tier1
TXN000012930,CUST0007556,2027-01-28,5409.66,debit,dining,card,Chennai,0,tier1
TXN000012931,CUST0028099,2024-07-29,997.74,debit,electronics,card,Pune,0,tier1
TXN000012932,CUST0017338,2024-11-28,2437.94,refund,fashion,UPI,Delhi,0,tier1
TXN000012933,CUST0001159,2025-04-10,3736.66,debit,electronics,UPI,Coimbatore,0,tier2
TXN000012934,CUST0021175,2025-06-15,183.56,credit,dining,UPI,Surat,0,tier2
TXN000012935,CUST0003326,2026-10-13,991.0,debit,education,UPI,Kolkata,0,tier1
TXN000012936,CUST0013297,2025-02-03,458.27,credit,travel,card,Bengaluru,0,tier1
TXN000012937,CUST0027513,2025-06-10,513.58,debit,groceries,UPI,Kolkata,0,tier1
TXN000012938,CUST0019550,2027-06-17,352.8,credit,dining,UPI,Vadodara,0,tier2
TXN000012939,CUST0023252,2026-08-08,315.53,debit,fuel,UPI,Mumbai,0,tier1
TXN000012940,CUST0017793,2027-01-18,1394.96,credit,groceries,UPI,Kolkata,0,tier1
TXN000012941,CUST0016438,2025-01-06,840.54,debit,education,UPI,Bhopal,0,tier2
TXN000012942,CUST0013262,2025-10-17,872.06,debit,education,card,Pune,0,tier1
TXN000012943,CUST0013183,2026-10-16,3689.65,debit,dining,UPI,Bhopal,0,tier2
TXN000012944,CUST0018148,2026-04-15,810.93,debit,entertainment,UPI,Nagpur,0,tier2
TXN000012945,CUST0002470,2025-04-08,1239.91,debit,healthcare,UPI,Kolkata,0,tier1
TXN000012946,CUST0000182,2025-07-26,656.67,debit,education,UPI,Lucknow,1,tier2
TXN000012947,CUST0022887,2024-05-22,893.63,credit,education,UPI,Chennai,0,tier1
TXN000012948,CUST0021917,2025-08-29,9941.89,debit,electronics,UPI,Bengaluru,0,tier1
TXN000012949,CUST0025647,2024-12-02,414.12,debit,healthcare,UPI,Hyderabad,0,tier1
TXN000012950,CUST0001757,2027-02-21,1391.34,debit,utilities,UPI,Chennai,0,tier1
TXN000012951,CUST0019255,2025-06-01,763.4,debit,healthcare,card,Nagpur,0,tier2
TXN000012952,CUST0011851,2025-09-24,1498.07,credit,groceries,card,Indore,0,tier2
TXN000012953,CUST0021065,2026-02-19,969.32,debit,healthcare,card,Patna,0,tier2
TXN000012954,CUST0016278,2026-09-28,14553.58,credit,groceries,card,Hyderabad,0,tier1
TXN000012955,CUST0020004,2024-07-11,803.28,credit,healthcare,UPI,Kolkata,0,tier1
TXN000012956,CUST0029238,2026-12-21,591.53,refund,groceries,UPI,Kolkata,0,tier1
TXN000012957,CUST0009403,2024-07-11,2198.79,debit,education,UPI,Surat,1,tier2
TXN000012958,CUST0023079,2024-11-19,98.18,debit,fuel,UPI,Pune,0,tier1
TXN000012959,CUST0021310,2025-07-06,95.24,debit,groceries,UPI,Vadodara,0,tier2
TXN000012960,CUST0015149,2024-03-14,1056.46,debit,dining,card,Patna,0,tier2
TXN000012961,CUST0020207,2024-11-29,230.89,debit,utilities,card,Hyderabad,0,tier1
TXN000012962,CUST0015959,2025-03-26,178.9,credit,travel,UPI,Kochi,0,tier2
TXN000012963,CUST0018213,2026-09-24,1192.1,debit,healthcare,card,Visakhapatnam,0,tier2
TXN000012964,CUST0025004,2024-08-28,731.29,credit,education,UPI,Coimbatore,0,tier2
TXN000012965,CUST0029565,2026-07-24,3089.2,refund,fuel,card,Hyderabad,0,tier1
TXN000012966,CUST0022921,2025-09-09,1992.11,debit,entertainment,UPI,Ahmedabad,0,tier2
TXN000012967,CUST0013045,2024-07-23,1074.77,debit,education,UPI,Pune,0,tier1
TXN000012968,CUST0018740,2027-05-09,276.43,credit,groceries,card,Pune,0,tier1
TXN000012969,CUST0017826,2024-08-18,236.42,debit,travel,UPI,Surat,0,tier2
TXN000012970,CUST0002749,2027-03-25,1475.97,debit,entertainment,card,Surat,0,tier2
TXN000012971,CUST0029523,2024-12-09,509.15,debit,education,UPI,Hyderabad,0,tier1
TXN000012972,CUST0000117,2026-08-16,3183.33,credit,electronics,card,Bhopal,0,tier2
TXN000012973,CUST0012360,2025-03-05,460.6,credit,healthcare,UPI,Coimbatore,0,tier2
TXN000012974,CUST0008151,2025-08-24,548.99,debit,travel,UPI,Pune,0,tier1
TXN000012975,CUST0007582,2024-09-28,2268.25,debit,utilities,card,Chennai,0,tier1
TXN000012976,CUST0025206,2024-02-27,145.85,debit,fashion,UPI,Ahmedabad,0,tier2
TXN000012977,CUST0029149,2026-07-05,26120.15,debit,fuel,UPI,Surat,0,tier2
TXN000012978,CUST0005605,2026-01-23,512.59,credit,electronics,card,Visakhapatnam,0,tier2
TXN000012979,CUST0018147,2025-07-08,2188.15,credit,dining,card,Jaipur,0,tier2
TXN000012980,CUST0006744,2025-09-22,1323.86,debit,dining,UPI,Kochi,0,tier2
TXN000012981,CUST0026770,2024-09-17,8808.21,debit,entertainment,card,Pune,0,tier1
TXN000012982,CUST0014246,2024-11-04,1811.81,credit,education,card,Lucknow,0,tier2
TXN000012983,CUST0011925,2026-09-01,1050.33,debit,dining,UPI,Delhi,0,tier1
TXN000012984,CUST0014018,2026-09-03,870.2,debit,dining,UPI,Surat,0,tier2
TXN000012985,CUST0010067,2024-01-22,358.04,credit,utilities,UPI,Indore,0,tier2
TXN000012986,CUST0022041,2024-09-21,1045.43,debit,healthcare,card,Lucknow,0,tier2
TXN000012987,CUST0017212,2024-05-26,968.31,debit,groceries,card,Kochi,0,tier2
TXN000012988,CUST0028219,2025-05-27,2974.28,debit,education,UPI,Kolkata,0,tier1
TXN000012989,CUST0012331,2027-06-23,488.62,credit,education,card,Bengaluru,0,tier1
TXN000012990,CUST0001029,2024-01-08,586.52,debit,dining,UPI,Chennai,0,tier1
TXN000012991,CUST0028068,2024-03-01,151.16,debit,fashion,UPI,Mumbai,0,tier1
TXN000012992,CUST0016263,2025-09-05,369.24,debit,entertainment,UPI,Jaipur,1,tier2
TXN000012993,CUST0027823,2025-10-22,2292.02,debit,groceries,UPI,Bengaluru,0,tier1
TXN000012994,CUST0014930,2027-06-01,1401.79,debit,utilities,card,Delhi,0,tier1
TXN000012995,CUST0001863,2024-06-25,332.15,debit,fashion,UPI,Ahmedabad,0,tier2
TXN000012996,CUST0012975,2025-03-22,537.74,debit,healthcare,UPI,Patna,0,tier2
TXN000012997,CUST0001024,2024-01-25,5287.52,debit,utilities,UPI,Delhi,0,tier1
TXN000012998,CUST0013788,2024-07-23,572.68,debit,fuel,card,Jaipur,0,tier2
TXN000012999,CUST0014896,2027-02-09,34681.83,debit,fuel,UPI,Jaipur,0,tier2
TXN000013000,CUST0024557,2024-07-12,2013.0,credit,fashion,UPI,Jaipur,0,tier2
TXN000013001,CUST0001856,2025-11-14,819.5,debit,dining,UPI,Ahmedabad,0,tier2
TXN000013002,CUST0029466,2027-01-11,152.99,credit,electronics,UPI,Bhopal,0,tier2
TXN000013003,CUST0024748,2024-10-08,401.5,debit,fuel,UPI,Ahmedabad,0,tier2
TXN000013004,CUST0007427,2024-05-16,263.4,debit,travel,UPI,Jaipur,0,tier2
TXN000013005,CUST0012510,2027-01-02,1198.37,debit,fuel,UPI,Delhi,0,tier1
TXN000013006,CUST0010147,2025-06-13,572.66,debit,healthcare,UPI,Bengaluru,0,tier1
TXN000013007,CUST0025940,2024-06-20,6965.07,debit,education,card,Pune,1,tier1
TXN000013008,CUST0019804,2025-11-12,2649.68,debit,healthcare,UPI,Delhi,0,tier1
TXN000013009,CUST0024660,2025-11-23,1600.39,debit,fuel,UPI,Kolkata,0,tier1
TXN000013010,CUST0024757,2025-03-18,2314.0,debit,education,card,Indore,0,tier2
TXN000013011,CUST0014734,2025-04-16,17513.39,debit,electronics,UPI,Lucknow,0,tier2
TXN000013012,CUST0023834,2025-05-22,2860.78,debit,healthcare,UPI,Kolkata,0,tier1
TXN000013013,CUST0022635,2026-12-16,2026.24,debit,healthcare,card,Bengaluru,0,tier1
TXN000013014,CUST0027102,2025-07-27,3564.37,debit,fashion,UPI,Chennai,0,tier1
TXN000013015,CUST0027077,2024-02-25,1245.62,debit,healthcare,card,Delhi,0,tier1
TXN000013016,CUST0008836,2027-03-04,172.3,credit,fuel,UPI,Bengaluru,0,tier1
TXN000013017,CUST0007191,2025-10-20,123.93,debit,education,UPI,Indore,0,tier2
TXN000013018,CUST0022903,2027-04-06,3297.7,debit,fashion,card,Delhi,0,tier1
TXN000013019,CUST0002285,2024-02-11,2489.11,debit,travel,UPI,Delhi,0,tier1
TXN000013020,CUST0018528,2024-12-14,3202.44,debit,dining,card,Hyderabad,0,tier1
TXN000013021,CUST0018578,2024-02-16,506.99,debit,groceries,UPI,Indore,0,tier2
TXN000013022,CUST0026284,2027-01-17,812.23,debit,travel,UPI,Coimbatore,0,tier2
TXN000013023,CUST0008662,2027-01-22,408.4,debit,groceries,UPI,Surat,0,tier2
TXN000013024,CUST0004822,2025-09-02,14519.12,debit,electronics,card,Pune,0,tier1
TXN000013025,CUST0016704,2024-09-07,53.9,debit,healthcare,UPI,Nagpur,0,tier2
TXN000013026,CUST0001737,2024-12-30,849.53,debit,fashion,UPI,Hyderabad,0,tier1
TXN000013027,CUST0003762,2026-10-16,2746.17,debit,fashion,UPI,Kolkata,0,tier1
TXN000013028,CUST0011599,2024-01-31,50.82,debit,entertainment,card,Hyderabad,0,tier1
TXN000013029,CUST0010915,2025-12-29,437.92,debit,electronics,card,Indore,0,tier2
TXN000013030,CUST0023479,2025-07-09,740.7,credit,fuel,card,Mumbai,0,tier1
TXN000013031,CUST0005217,2024-02-05,1340.37,debit,groceries,card,Indore,0,tier2
TXN000013032,CUST0020646,2025-06-30,2532.75,credit,fashion,UPI,Bengaluru,0,tier1
TXN000013033,CUST0026913,2027-05-17,1228.72,credit,travel,UPI,Bhopal,0,tier2
TXN000013034,CUST0006234,2026-10-01,723.96,refund,electronics,UPI,Ahmedabad,0,tier2
TXN000013035,CUST0026889,2025-08-01,2111.63,debit,travel,UPI,Chennai,0,tier1
TXN000013036,CUST0012759,2024-08-22,2034.45,debit,dining,UPI,Mumbai,0,tier1
TXN000013037,CUST0018969,2027-03-27,890.61,debit,utilities,card,Kochi,0,tier2
TXN000013038,CUST0026841,2026-01-17,1280.42,debit,fuel,UPI,Nagpur,0,tier2
TXN000013039,CUST0029571,2026-04-19,6325.37,debit,utilities,UPI,Mumbai,0,tier1
TXN000013040,CUST0002527,2024-11-16,794.16,credit,fashion,card,Delhi,0,tier1
TXN000013041,CUST0000215,2027-06-05,423.62,debit,healthcare,UPI,Bhopal,0,tier2
TXN000013042,CUST0006906,2024-11-23,361.35,debit,fashion,card,Pune,0,tier1
TXN000013043,CUST0002301,2026-03-27,1350.18,refund,education,UPI,Pune,0,tier1
TXN000013044,CUST0022049,2025-03-31,8775.67,debit,dining,card,Bengaluru,1,tier1
TXN000013045,CUST0012271,2024-12-07,1073.57,debit,healthcare,card,Patna,0,tier2
TXN000013046,CUST0006763,2026-02-13,748.05,debit,healthcare,card,Bengaluru,0,tier1
TXN000013047,CUST0019322,2025-11-17,708.26,credit,groceries,UPI,Indore,0,tier2
TXN000013048,CUST0019749,2026-02-26,1765.49,debit,fashion,UPI,Bhopal,0,tier2
TXN000013049,CUST0008722,2024-12-12,123.14,credit,travel,card,Delhi,0,tier1
TXN000013050,CUST0027747,2026-03-14,566.18,debit,entertainment,UPI,Delhi,0,tier1
TXN000013051,CUST0018133,2024-01-31,2565.7,debit,entertainment,UPI,Visakhapatnam,0,tier2
TXN000013052,CUST0003027,2026-04-12,2003.09,debit,healthcare,UPI,Hyderabad,0,tier1
TXN000013053,CUST0028131,2025-08-06,591.71,credit,entertainment,UPI,Mumbai,0,tier1
TXN000013054,CUST0002541,2024-12-11,793.84,debit,entertainment,UPI,Lucknow,0,tier2
TXN000013055,CUST0023663,2025-03-23,461.2,debit,entertainment,UPI,Mumbai,0,tier1
TXN000013056,CUST0004992,2025-12-27,4139.25,credit,fuel,UPI,Kochi,0,tier2
TXN000013057,CUST0002905,2024-03-14,627.12,debit,groceries,card,Bhopal,0,tier2
TXN000013058,CUST0024026,2027-02-24,1730.77,refund,fashion,card,Hyderabad,0,tier1
TXN000013059,CUST0018430,2026-08-25,252.66,debit,dining,UPI,Nagpur,0,tier2
TXN000013060,CUST0018280,2024-09-28,1578.36,credit,utilities,card,Surat,0,tier2
TXN000013061,CUST0005027,2026-10-08,40.28,debit,dining,card,Kolkata,0,tier1
TXN000013062,CUST0020411,2027-03-08,55.1,credit,utilities,UPI,Mumbai,0,tier1
TXN000013063,CUST0026958,2024-06-06,1026.58,credit,electronics,UPI,Coimbatore,0,tier2
TXN000013064,CUST0006601,2026-03-24,351.5,debit,groceries,UPI,Hyderabad,0,tier1
TXN000013065,CUST0006388,2025-12-21,224.23,debit,education,UPI,Lucknow,0,tier2
TXN000013066,CUST0028825,2024-08-05,505.57,debit,groceries,UPI,Kolkata,0,tier1
TXN000013067,CUST0007823,2026-12-07,370.51,debit,electronics,UPI,Indore,0,tier2
TXN000013068,CUST0001580,2024-06-30,205.87,credit,healthcare,UPI,Chennai,0,tier1
TXN000013069,CUST0004160,2024-11-24,2550.19,debit,groceries,card,Kolkata,0,tier1
TXN000013070,CUST0023454,2024-04-18,908.77,credit,fuel,card,Chennai,0,tier1
TXN000013071,CUST0010004,2027-04-11,5317.63,debit,electronics,UPI,Chennai,0,tier1
TXN000013072,CUST0007053,2027-03-07,4076.6,debit,fuel,UPI,Hyderabad,0,tier1
TXN000013073,CUST0020167,2025-09-20,7426.27,debit,groceries,UPI,Mumbai,0,tier1
TXN000013074,CUST0025971,2026-01-27,507.85,debit,dining,UPI,Bengaluru,0,tier1
TXN000013075,CUST0008924,2026-04-04,1549.28,debit,utilities,UPI,Hyderabad,0,tier1
TXN000013076,CUST0024393,2027-03-19,5035.03,credit,education,card,Bhopal,0,tier2
TXN000013077,CUST0024688,2025-10-12,1545.89,debit,electronics,UPI,Nagpur,0,tier2
TXN000013078,CUST0020351,2024-02-12,466.22,debit,fashion,card,Surat,0,tier2
TXN000013079,CUST0019365,2024-03-24,1400.06,debit,travel,card,Kolkata,0,tier1
TXN000013080,CUST0017367,2024-03-17,867.35,debit,travel,UPI,Hyderabad,0,tier1
TXN000013081,CUST0027261,2026-10-31,397.71,credit,fuel,UPI,Delhi,0,tier1
TXN000013082,CUST0029182,2027-06-17,215.94,credit,travel,card,Vadodara,0,tier2
TXN000013083,CUST0014392,2024-05-28,3839.91,credit,utilities,card,Nagpur,0,tier2
TXN000013084,CUST0015122,2025-05-29,949.94,debit,fashion,UPI,Chennai,0,tier1
TXN000013085,CUST0024961,2025-03-13,715.16,debit,electronics,card,Nagpur,0,tier2
TXN000013086,CUST0018155,2026-12-27,586.95,debit,travel,UPI,Kolkata,0,tier1
TXN000013087,CUST0024967,2025-09-20,1042.55,debit,travel,UPI,Pune,0,tier1
TXN000013088,CUST0002986,2026-12-24,661.85,debit,utilities,UPI,Kochi,0,tier2
TXN000013089,CUST0011389,2025-06-16,739.61,debit,fuel,card,Visakhapatnam,0,tier2
TXN000013090,CUST0002799,2026-07-29,799.97,credit,travel,UPI,Kolkata,0,tier1
TXN000013091,CUST0014306,2024-09-19,388.59,debit,fashion,card,Jaipur,0,tier2
TXN000013092,CUST0012103,2025-07-07,6658.77,debit,fashion,UPI,Lucknow,0,tier2
TXN000013093,CUST0005934,2026-05-25,7058.07,debit,entertainment,card,Kolkata,0,tier1
TXN000013094,CUST0017880,2025-12-09,836.66,refund,healthcare,UPI,Lucknow,0,tier2
TXN000013095,CUST0000564,2025-11-26,2619.83,credit,utilities,UPI,Coimbatore,0,tier2
TXN000013096,CUST0019163,2024-08-14,2198.63,credit,entertainment,card,Nagpur,0,tier2
TXN000013097,CUST0005252,2025-06-28,712.33,debit,utilities,UPI,Mumbai,0,tier1
TXN000013098,CUST0015909,2024-09-30,672.68,debit,groceries,card,Mumbai,0,tier1
TXN000013099,CUST0006619,2025-09-02,6059.56,debit,fuel,UPI,Jaipur,0,tier2
TXN000013100,CUST0016887,2025-07-21,12008.76,debit,education,UPI,Kochi,0,tier2
TXN000013101,CUST0013587,2024-09-10,1022.9,debit,electronics,card,Nagpur,0,tier2
TXN000013102,CUST0025741,2025-06-04,1501.83,debit,electronics,card,Mumbai,0,tier1
TXN000013103,CUST0012068,2024-01-31,686.46,debit,fuel,UPI,Nagpur,0,tier2
TXN000013104,CUST0025867,2024-06-01,350.31,debit,healthcare,UPI,Pune,0,tier1
TXN000013105,CUST0017176,2027-02-17,6142.89,debit,entertainment,UPI,Jaipur,0,tier2
TXN000013106,CUST0002274,2024-07-06,6268.0,debit,dining,UPI,Delhi,0,tier1
TXN000013107,CUST0011997,2024-02-21,855.05,debit,utilities,UPI,Lucknow,0,tier2
TXN000013108,CUST0009359,2027-06-14,596.45,debit,fashion,UPI,Ahmedabad,0,tier2
TXN000013109,CUST0028383,2026-06-09,11200.88,debit,electronics,card,Indore,0,tier2
TXN000013110,CUST0000159,2025-08-20,1258.55,debit,groceries,UPI,Coimbatore,0,tier2
TXN000013111,CUST0005448,2027-03-10,1013.36,debit,education,card,Mumbai,0,tier1
TXN000013112,CUST0025957,2025-04-17,2661.81,debit,education,card,Patna,0,tier2
TXN000013113,CUST0009743,2024-03-11,6615.25,debit,healthcare,UPI,Indore,0,tier2
TXN000013114,CUST0028990,2025-12-11,3698.03,credit,groceries,UPI,Hyderabad,0,tier1
TXN000013115,CUST0004150,2026-11-17,476.2,credit,travel,UPI,Jaipur,0,tier2
TXN000013116,CUST0016918,2025-05-12,2246.86,refund,utilities,UPI,Lucknow,0,tier2
TXN000013117,CUST0000738,2024-03-20,2379.0,debit,travel,UPI,Indore,0,tier2
TXN000013118,CUST0012911,2025-01-01,6822.77,debit,utilities,UPI,Jaipur,0,tier2
TXN000013119,CUST0008237,2025-09-26,2247.02,debit,education,UPI,Surat,0,tier2
TXN000013120,CUST0004895,2024-10-12,1646.41,credit,healthcare,UPI,Lucknow,0,tier2
TXN000013121,CUST0004831,2024-04-08,968.9,debit,dining,card,Indore,0,tier2
TXN000013122,CUST0014262,2025-06-07,981.24,debit,travel,card,Hyderabad,0,tier1
TXN000013123,CUST0023441,2026-01-26,9102.63,debit,dining,UPI,Delhi,0,tier1
TXN000013124,CUST0000451,2024-08-30,289.13,debit,healthcare,card,Nagpur,0,tier2
TXN000013125,CUST0002204,2026-02-03,3269.82,debit,entertainment,card,Kolkata,0,tier1
TXN000013126,CUST0003646,2026-08-15,278.12,debit,entertainment,card,Mumbai,0,tier1
TXN000013127,CUST0001623,2026-03-14,2979.84,debit,travel,UPI,Pune,0,tier1
TXN000013128,CUST0013342,2024-03-20,1291.23,debit,fashion,UPI,Bengaluru,0,tier1
TXN000013129,CUST0001681,2026-12-31,3930.08,debit,education,UPI,Pune,0,tier1
TXN000013130,CUST0016951,2025-03-30,845.9,debit,electronics,UPI,Kochi,0,tier2
TXN000013131,CUST0000030,2025-09-22,241.42,debit,utilities,card,Vadodara,1,tier2
TXN000013132,CUST0005955,2027-01-13,3464.63,debit,electronics,UPI,Mumbai,0,tier1
TXN000013133,CUST0001451,2026-03-09,1074.16,debit,healthcare,UPI,Nagpur,0,tier2
TXN000013134,CUST0029268,2025-12-21,579.16,credit,electronics,UPI,Mumbai,0,tier1
TXN000013135,CUST0014573,2026-12-14,12316.83,credit,fuel,UPI,Bengaluru,0,tier1
TXN000013136,CUST0010252,2025-01-20,268.68,credit,electronics,card,Bengaluru,0,tier1
TXN000013137,CUST0029655,2026-11-25,605.88,debit,healthcare,card,Mumbai,0,tier1
TXN000013138,CUST0006696,2025-04-20,89.57,debit,electronics,card,Delhi,0,tier1
TXN000013139,CUST0003416,2024-06-30,13.24,debit,electronics,card,Patna,0,tier2
TXN000013140,CUST0005277,2024-06-17,220.35,credit,fuel,UPI,Patna,0,tier2
TXN000013141,CUST0008679,2027-04-20,4693.4,debit,travel,UPI,Kolkata,0,tier1
TXN000013142,CUST0015862,2025-12-06,518.41,credit,travel,UPI,Visakhapatnam,0,tier2
TXN000013143,CUST0000915,2024-11-06,897.67,debit,fashion,UPI,Jaipur,0,tier2
TXN000013144,CUST0022166,2025-12-12,514.73,debit,dining,UPI,Delhi,0,tier1
TXN000013145,CUST0000954,2027-05-31,484.08,debit,electronics,UPI,Kochi,0,tier2
TXN000013146,CUST0004370,2025-09-07,1018.94,credit,fuel,card,Bengaluru,0,tier1
TXN000013147,CUST0019241,2027-01-22,125.21,debit,fuel,card,Mumbai,0,tier1
TXN000013148,CUST0012269,2027-03-25,11054.19,debit,utilities,UPI,Indore,0,tier2
TXN000013149,CUST0022227,2025-04-29,4052.02,debit,groceries,UPI,Bengaluru,0,tier1
TXN000013150,CUST0005817,2026-04-29,1094.84,credit,travel,UPI,Indore,0,tier2
TXN000013151,CUST0020198,2025-08-26,5249.05,debit,electronics,UPI,Indore,0,tier2
TXN000013152,CUST0024341,2025-08-08,498.68,debit,utilities,UPI,Ahmedabad,0,tier2
TXN000013153,CUST0005797,2025-03-05,14444.35,debit,electronics,card,Bhopal,0,tier2
TXN000013154,CUST0017043,2026-08-31,541.55,debit,healthcare,UPI,Lucknow,0,tier2
TXN000013155,CUST0024128,2025-09-17,2959.89,debit,groceries,card,Mumbai,0,tier1
TXN000013156,CUST0024436,2025-01-06,350.99,debit,education,UPI,Chennai,0,tier1
TXN000013157,CUST0002019,2024-05-17,1857.42,debit,travel,card,Vadodara,0,tier2
TXN000013158,CUST0006816,2024-06-25,37.36,debit,groceries,UPI,Coimbatore,1,tier2
TXN000013159,CUST0016307,2026-11-27,910.25,debit,utilities,UPI,Vadodara,0,tier2
TXN000013160,CUST0013175,2026-10-23,633.67,debit,education,card,Indore,0,tier2
TXN000013161,CUST0019706,2024-08-08,291.94,debit,healthcare,card,Kochi,0,tier2
TXN000013162,CUST0028258,2024-06-05,206.11,credit,healthcare,card,Hyderabad,0,tier1
TXN000013163,CUST0002572,2025-02-09,426.41,debit,entertainment,UPI,Coimbatore,0,tier2
TXN000013164,CUST0017361,2025-08-02,2659.58,debit,education,UPI,Bhopal,0,tier2
TXN000013165,CUST0012388,2027-02-26,3059.72,debit,groceries,UPI,Kolkata,0,tier1
TXN000013166,CUST0018353,2024-04-23,1746.63,credit,travel,UPI,Visakhapatnam,0,tier2
TXN000013167,CUST0008299,2024-01-04,9184.56,debit,dining,UPI,Mumbai,0,tier1
TXN000013168,CUST0009964,2024-12-11,1038.68,debit,fuel,UPI,Kolkata,0,tier1
TXN000013169,CUST0021385,2026-08-31,4693.11,debit,fuel,UPI,Delhi,0,tier1
TXN000013170,CUST0015506,2024-09-06,167.36,debit,groceries,card,Visakhapatnam,0,tier2
TXN000013171,CUST0003718,2026-04-30,4381.69,debit,entertainment,UPI,Pune,0,tier1
TXN000013172,CUST0019841,2024-04-26,552.6,credit,entertainment,UPI,Mumbai,1,tier1
TXN000013173,CUST0022689,2026-01-08,174.86,credit,dining,card,Ahmedabad,0,tier2
TXN000013174,CUST0010458,2024-02-12,2481.22,debit,fuel,card,Indore,0,tier2
TXN000013175,CUST0029844,2026-08-07,1189.73,debit,groceries,card,Coimbatore,0,tier2
TXN000013176,CUST0029955,2025-04-15,112.01,credit,healthcare,UPI,Jaipur,0,tier2
TXN000013177,CUST0018610,2024-07-16,977.67,refund,entertainment,UPI,Patna,0,tier2
TXN000013178,CUST0028760,2025-02-22,56.26,credit,entertainment,card,Indore,0,tier2
TXN000013179,CUST0001374,2027-05-04,784.37,debit,travel,card,Chennai,0,tier1
TXN000013180,CUST0012502,2024-06-12,1072.25,refund,utilities,UPI,Hyderabad,0,tier1
TXN000013181,CUST0000060,2025-10-24,982.05,credit,utilities,UPI,Coimbatore,0,tier2
TXN000013182,CUST0003746,2025-01-14,1143.67,debit,education,UPI,Patna,0,tier2
TXN000013183,CUST0008712,2026-08-27,1007.31,debit,travel,card,Mumbai,0,tier1
TXN000013184,CUST0023916,2027-01-20,8550.4,debit,groceries,card,Bengaluru,1,tier1
TXN000013185,CUST0023820,2025-08-20,2185.06,refund,fashion,UPI,Mumbai,0,tier1
TXN000013186,CUST0001235,2024-02-13,1746.92,debit,fuel,UPI,Mumbai,0,tier1
TXN000013187,CUST0004266,2024-06-06,1042.94,debit,groceries,UPI,Bengaluru,0,tier1
TXN000013188,CUST0006018,2026-07-17,157.43,debit,groceries,card,Chennai,0,tier1
TXN000013189,CUST0009505,2026-01-24,9509.23,debit,fuel,UPI,Patna,0,tier2
TXN000013190,CUST0026398,2024-11-04,1153.45,debit,entertainment,card,Patna,0,tier2
TXN000013191,CUST0012942,2025-08-13,6163.16,debit,travel,UPI,Vadodara,0,tier2
TXN000013192,CUST0004674,2025-10-02,1185.89,debit,dining,UPI,Bengaluru,0,tier1
TXN000013193,CUST0025698,2027-06-04,5160.36,credit,entertainment,card,Nagpur,0,tier2
TXN000013194,CUST0000427,2026-02-24,823.88,debit,healthcare,UPI,Jaipur,0,tier2
