loan_id,customer_id,loan_amount,tenure_months,interest_rate,disbursal_date,city,income_band,credit_score_band,acquisition_channel
LN00009761,CUST0027082,223167.74,12,15.93,2024-06-21,Surat,3-6L,650-850,DSA
LN00009762,CUST0019570,581974.89,18,16.56,2024-11-19,Bengaluru,6-10L,600-650,app_store
LN00009763,CUST0014445,543447.77,12,19.94,2025-05-17,Mumbai,6-10L,600-650,app_store
LN00009764,CUST0009018,1346982.37,24,23.2,2025-01-15,Jaipur,10-15L,300-550,referral
LN00009765,CUST0011984,308000.35,24,20.27,2025-05-18,Kolkata,6-10L,550-600,app_store
LN00009766,CUST0015809,636380.65,12,19.13,2024-01-28,Vadodara,10-15L,600-650,organic
LN00009767,CUST0002901,463210.52,24,12.32,2025-03-19,Ahmedabad,6-10L,650-850,referral
LN00009768,CUST0009964,80668.75,18,15.36,2024-07-30,Ahmedabad,3-6L,650-850,affiliate
LN00009769,CUST0025458,134402.91,18,10.62,2024-08-26,Bhopal,3-6L,650-850,DSA
LN00009770,CUST0024613,20560.43,12,22.97,2025-06-12,Chennai,<3L,300-550,DSA
LN00009771,CUST0022889,2227697.44,36,21.8,2024-05-31,Kochi,>15L,550-600,organic
LN00009772,CUST0010570,981215.83,18,15.96,2024-04-15,Bengaluru,>15L,600-650,DSA
LN00009773,CUST0025606,23682.56,36,22.35,2024-08-08,Vadodara,<3L,550-600,affiliate
LN00009774,CUST0027759,669928.0,24,15.89,2024-07-12,Coimbatore,6-10L,600-650,DSA
LN00009775,CUST0026599,2007777.74,12,16.86,2024-12-14,Mumbai,>15L,600-650,app_store
LN00009776,CUST0009629,1210371.8,18,18.29,2025-05-07,Ahmedabad,10-15L,550-600,DSA
LN00009777,CUST0020844,372842.52,18,23.97,2024-09-03,Indore,6-10L,550-600,referral
LN00009778,CUST0011658,148712.99,24,18.18,2025-05-30,Kochi,3-6L,600-650,organic
LN00009779,CUST0018835,213958.74,24,16.33,2024-06-02,Hyderabad,3-6L,600-650,DSA
LN00009780,CUST0027344,635428.06,24,15.21,2024-03-24,Jaipur,10-15L,600-650,organic
LN00009781,CUST0011197,769053.04,24,12.6,2024-12-13,Bhopal,10-15L,650-850,referral
LN00009782,CUST0010421,232448.63,18,23.81,2024-07-12,Delhi,6-10L,300-550,referral
LN00009783,CUST0013435,194592.14,12,14.72,2024-12-03,Vadodara,3-6L,650-850,DSA
LN00009784,CUST0026988,1487336.24,24,12.33,2025-05-08,Kolkata,>15L,650-850,organic
LN00009785,CUST0008507,1315062.77,12,22.26,2024-02-21,Ahmedabad,10-15L,550-600,app_store
LN00009786,CUST0014999,259601.42,24,16.7,2024-08-15,Mumbai,3-6L,600-650,app_store
LN00009787,CUST0006292,11414.98,18,19.07,2025-03-26,Bengaluru,<3L,550-600,DSA
LN00009788,CUST0013045,256038.98,12,18.22,2025-07-08,Pune,6-10L,600-650,DSA
LN00009789,CUST0018676,74649.57,12,11.11,2024-03-03,Hyderabad,3-6L,650-850,referral
LN00009790,CUST0015196,126013.58,18,18.57,2024-02-19,Kochi,3-6L,550-600,organic
LN00009791,CUST0005652,68084.36,18,19.81,2025-03-26,Bhopal,<3L,550-600,organic
LN00009792,CUST0023489,2250884.14,24,24.82,2024-02-26,Vadodara,>15L,300-550,referral
LN00009793,CUST0014609,1245656.62,18,25.63,2025-05-23,Pune,10-15L,300-550,app_store
LN00009794,CUST0007495,50838.28,18,14.89,2024-02-22,Pune,3-6L,650-850,referral
LN00009795,CUST0001833,2491093.32,18,15.74,2025-01-20,Bhopal,>15L,650-850,organic
LN00009796,CUST0022706,1315818.1,36,21.69,2025-06-19,Kolkata,10-15L,550-600,referral
LN00009797,CUST0008302,105257.15,18,12.02,2024-12-24,Pune,3-6L,650-850,organic
LN00009798,CUST0019286,2371371.99,24,14.78,2024-03-22,Pune,>15L,650-850,DSA
LN00009799,CUST0010955,322889.33,18,14.43,2024-09-01,Lucknow,6-10L,650-850,referral
LN00009800,CUST0013630,869690.34,18,29.76,2025-06-25,Ahmedabad,10-15L,300-550,referral
LN00009801,CUST0028181,215383.94,18,18.53,2025-01-16,Surat,6-10L,600-650,DSA
LN00009802,CUST0007473,598042.29,12,13.69,2025-01-23,Kolkata,6-10L,650-850,DSA
LN00009803,CUST0010299,127545.24,12,21.85,2024-05-08,Hyderabad,3-6L,550-600,referral
LN00009804,CUST0025634,272183.66,24,15.98,2024-08-22,Coimbatore,6-10L,650-850,organic
LN00009805,CUST0011064,667923.08,24,23.19,2024-04-01,Patna,6-10L,550-600,affiliate
LN00009806,CUST0013918,1475634.91,18,29.5,2025-01-01,Mumbai,>15L,300-550,organic
LN00009807,CUST0011561,573389.83,24,23.1,2024-03-08,Pune,6-10L,550-600,affiliate
LN00009808,CUST0002758,269169.83,18,15.24,2024-07-30,Hyderabad,3-6L,650-850,DSA
LN00009809,CUST0023134,75624.56,12,23.55,2025-03-04,Ahmedabad,<3L,550-600,affiliate
LN00009810,CUST0016556,1663541.17,18,14.86,2025-05-11,Pune,>15L,650-850,affiliate
LN00009811,CUST0024710,332528.85,24,10.33,2024-01-29,Mumbai,6-10L,650-850,organic
LN00009812,CUST0003865,87883.99,12,16.09,2024-09-18,Nagpur,3-6L,600-650,referral
LN00009813,CUST0018451,1047831.65,18,14.26,2025-05-31,Hyderabad,10-15L,650-850,organic
LN00009814,CUST0016933,2851534.18,18,15.3,2024-03-06,Hyderabad,>15L,650-850,referral
LN00009815,CUST0017283,1358469.27,24,15.0,2024-12-23,Mumbai,10-15L,650-850,organic
LN00009816,CUST0006541,130572.48,18,10.35,2024-10-29,Patna,3-6L,650-850,DSA
LN00009817,CUST0007719,352130.08,18,19.49,2024-04-14,Lucknow,6-10L,600-650,DSA
LN00009818,CUST0029654,1440619.49,24,23.55,2024-01-29,Pune,10-15L,550-600,DSA
LN00009819,CUST0012386,2935840.75,18,15.86,2025-05-26,Surat,>15L,600-650,organic
LN00009820,CUST0023534,1213213.42,18,15.1,2025-04-12,Chennai,>15L,600-650,organic
LN00009821,CUST0020607,660402.69,18,16.55,2024-01-21,Jaipur,6-10L,600-650,referral
LN00009822,CUST0027411,1116534.3,12,17.1,2024-10-23,Hyderabad,10-15L,600-650,organic
LN00009823,CUST0010270,24572.92,12,13.85,2024-12-25,Mumbai,<3L,650-850,referral
LN00009824,CUST0017515,262547.46,24,15.68,2025-03-13,Jaipur,3-6L,600-650,DSA
LN00009825,CUST0005556,436344.27,12,21.27,2024-06-30,Bengaluru,6-10L,550-600,affiliate
LN00009826,CUST0028186,1560324.85,18,23.39,2024-05-18,Indore,>15L,550-600,organic
LN00009827,CUST0002028,25222.28,36,27.42,2024-06-08,Kolkata,<3L,300-550,organic
LN00009828,CUST0028579,175478.7,18,16.67,2024-03-21,Hyderabad,3-6L,600-650,DSA
LN00009829,CUST0006553,2719185.48,12,12.71,2024-06-01,Lucknow,>15L,650-850,referral
LN00009830,CUST0009153,269870.37,24,22.3,2024-09-21,Delhi,3-6L,550-600,referral
LN00009831,CUST0016763,83687.4,24,12.86,2025-02-10,Indore,3-6L,650-850,affiliate
LN00009832,CUST0027338,548671.42,36,21.18,2025-06-11,Kolkata,10-15L,550-600,referral
LN00009833,CUST0001252,1313167.87,18,22.15,2025-04-03,Patna,10-15L,550-600,DSA
LN00009834,CUST0006793,313447.03,24,22.04,2025-01-05,Delhi,6-10L,550-600,referral
LN00009835,CUST0021573,2620395.6,12,25.95,2024-03-14,Chennai,>15L,300-550,organic
LN00009836,CUST0005502,138648.36,12,22.15,2024-02-19,Bengaluru,3-6L,550-600,app_store
LN00009837,CUST0027279,1898017.28,18,14.25,2024-08-27,Mumbai,>15L,650-850,DSA
LN00009838,CUST0002140,1132922.96,12,22.24,2024-04-13,Kochi,10-15L,550-600,referral
LN00009839,CUST0002964,569338.55,18,28.46,2024-04-28,Nagpur,6-10L,300-550,app_store
LN00009840,CUST0001625,982825.02,24,17.07,2024-11-05,Chennai,10-15L,600-650,organic
LN00009841,CUST0002851,128911.27,24,16.11,2024-12-31,Hyderabad,3-6L,600-650,referral
LN00009842,CUST0015368,237771.65,24,13.15,2024-09-19,Bengaluru,3-6L,650-850,app_store
LN00009843,CUST0022390,2672371.1,18,15.79,2024-10-21,Mumbai,>15L,650-850,affiliate
LN00009844,CUST0010490,73822.75,36,15.76,2025-02-14,Delhi,<3L,650-850,referral
LN00009845,CUST0008626,56356.31,24,19.91,2025-02-08,Delhi,<3L,600-650,DSA
LN00009846,CUST0004084,231571.08,12,15.2,2024-11-12,Surat,6-10L,600-650,referral
LN00009847,CUST0014181,130780.35,36,16.49,2025-05-08,Lucknow,3-6L,600-650,referral
LN00009848,CUST0026272,1113176.72,18,23.48,2024-12-28,Jaipur,>15L,550-600,DSA
LN00009849,CUST0026992,2473463.92,18,19.75,2024-12-16,Indore,>15L,600-650,referral
LN00009850,CUST0000273,492594.07,18,15.26,2024-08-30,Hyderabad,6-10L,650-850,affiliate
LN00009851,CUST0010754,677344.97,18,18.42,2024-07-18,Chennai,6-10L,550-600,referral
LN00009852,CUST0026901,602612.53,18,19.17,2024-12-27,Delhi,6-10L,550-600,organic
LN00009853,CUST0024640,75288.51,12,12.7,2024-01-23,Lucknow,3-6L,650-850,organic
LN00009854,CUST0014156,261747.44,18,23.44,2025-03-01,Kochi,3-6L,550-600,app_store
LN00009855,CUST0026394,222694.24,36,14.94,2025-03-10,Vadodara,3-6L,650-850,affiliate
LN00009856,CUST0023049,456712.98,12,15.4,2024-08-16,Jaipur,6-10L,600-650,affiliate
LN00009857,CUST0008113,594847.22,18,28.73,2025-04-10,Ahmedabad,6-10L,300-550,app_store
LN00009858,CUST0000793,1044600.1,12,19.58,2025-05-13,Visakhapatnam,>15L,550-600,organic
LN00009859,CUST0020799,582686.35,24,10.47,2025-05-18,Pune,10-15L,650-850,organic
LN00009860,CUST0007569,723335.39,18,22.23,2024-11-16,Vadodara,10-15L,550-600,referral
LN00009861,CUST0015795,82298.96,24,19.48,2024-08-17,Pune,3-6L,550-600,organic
LN00009862,CUST0026497,1732884.53,36,11.49,2024-12-11,Mumbai,>15L,650-850,organic
LN00009863,CUST0018017,2820499.47,18,23.01,2025-04-05,Kochi,>15L,550-600,app_store
LN00009864,CUST0011523,1989646.73,18,14.47,2024-02-06,Delhi,>15L,650-850,affiliate
LN00009865,CUST0018460,75213.2,36,21.72,2024-10-19,Nagpur,<3L,550-600,organic
LN00009866,CUST0005200,695483.0,24,15.51,2024-05-30,Hyderabad,6-10L,650-850,referral
LN00009867,CUST0014475,232760.73,18,18.04,2024-03-15,Coimbatore,6-10L,600-650,app_store
LN00009868,CUST0003033,50817.12,12,19.54,2025-04-11,Bengaluru,3-6L,600-650,DSA
LN00009869,CUST0018839,2405675.25,24,11.53,2024-07-14,Delhi,>15L,650-850,DSA
LN00009870,CUST0009463,293644.1,18,10.76,2025-02-07,Kolkata,3-6L,650-850,referral
LN00009871,CUST0020310,245454.04,18,20.84,2024-04-26,Pune,3-6L,550-600,organic
LN00009872,CUST0020489,484426.55,18,13.95,2025-01-29,Patna,6-10L,650-850,organic
LN00009873,CUST0019483,252015.55,18,16.33,2024-01-17,Indore,3-6L,600-650,affiliate
LN00009874,CUST0015997,2465515.63,24,14.31,2024-08-16,Chennai,>15L,650-850,organic
LN00009875,CUST0019845,380849.49,18,18.92,2024-06-27,Kolkata,6-10L,600-650,organic
LN00009876,CUST0016820,668233.92,36,14.32,2024-04-13,Jaipur,6-10L,650-850,organic
LN00009877,CUST0002591,228467.98,18,14.17,2024-09-25,Jaipur,6-10L,650-850,referral
LN00009878,CUST0029886,24177.99,12,22.24,2025-05-22,Vadodara,<3L,300-550,DSA
LN00009879,CUST0005197,755829.26,18,28.54,2024-11-23,Pune,10-15L,300-550,DSA
LN00009880,CUST0020211,665264.13,36,23.51,2025-05-18,Coimbatore,10-15L,550-600,organic
LN00009881,CUST0017855,550113.52,36,21.47,2024-08-18,Bengaluru,6-10L,550-600,referral
LN00009882,CUST0026793,2251547.31,36,20.56,2025-07-02,Vadodara,>15L,550-600,referral
LN00009883,CUST0009235,682638.33,18,12.39,2024-04-19,Hyderabad,6-10L,650-850,organic
LN00009884,CUST0007196,1150137.2,18,28.86,2024-06-17,Bhopal,10-15L,300-550,DSA
LN00009885,CUST0022350,1948077.92,12,18.23,2024-11-04,Jaipur,>15L,600-650,app_store
LN00009886,CUST0018367,850110.49,18,15.49,2025-06-13,Vadodara,10-15L,650-850,DSA
LN00009887,CUST0011084,665390.41,24,10.13,2024-10-23,Hyderabad,6-10L,650-850,organic
LN00009888,CUST0010081,46073.84,18,20.17,2024-09-09,Nagpur,<3L,550-600,DSA
LN00009889,CUST0023040,1048388.72,12,11.1,2024-01-31,Vadodara,10-15L,650-850,organic
LN00009890,CUST0009411,2458379.86,18,20.24,2024-05-28,Bhopal,>15L,550-600,DSA
LN00009891,CUST0003914,426634.22,36,26.46,2024-08-16,Jaipur,6-10L,300-550,app_store
LN00009892,CUST0002449,172693.68,12,22.7,2024-02-22,Surat,3-6L,550-600,app_store
LN00009893,CUST0013581,345446.54,24,20.94,2025-02-13,Bengaluru,6-10L,550-600,affiliate
LN00009894,CUST0024159,1126175.66,18,15.82,2024-10-20,Bengaluru,10-15L,600-650,referral
LN00009895,CUST0023100,12450.63,12,11.69,2024-09-09,Hyderabad,<3L,650-850,DSA
LN00009896,CUST0011920,1058139.3,12,14.72,2024-10-01,Patna,>15L,650-850,organic
LN00009897,CUST0018239,2541491.44,18,22.39,2024-11-09,Bengaluru,>15L,550-600,app_store
LN00009898,CUST0017495,563160.84,24,17.48,2024-02-18,Hyderabad,6-10L,600-650,referral
LN00009899,CUST0011103,219627.05,18,21.62,2025-03-07,Coimbatore,3-6L,550-600,DSA
LN00009900,CUST0021442,593680.81,24,22.84,2024-11-24,Indore,10-15L,550-600,referral
LN00009901,CUST0012242,71691.57,24,15.5,2024-01-24,Indore,3-6L,650-850,referral
LN00009902,CUST0016622,371848.9,24,12.03,2024-10-26,Kolkata,6-10L,650-850,referral
LN00009903,CUST0010028,34764.93,36,17.47,2025-05-22,Nagpur,<3L,600-650,referral
LN00009904,CUST0017718,421981.89,12,15.84,2024-04-23,Jaipur,6-10L,600-650,affiliate
LN00009905,CUST0000544,233916.71,24,12.79,2025-04-18,Mumbai,3-6L,650-850,affiliate
LN00009906,CUST0006557,1427563.44,12,15.39,2025-04-24,Jaipur,10-15L,600-650,referral
LN00009907,CUST0009637,641203.06,24,10.67,2024-05-28,Kolkata,10-15L,650-850,organic
LN00009908,CUST0026875,1844364.41,18,14.94,2024-03-08,Delhi,>15L,650-850,referral
LN00009909,CUST0018991,111917.17,24,13.61,2024-06-24,Chennai,3-6L,650-850,organic
LN00009910,CUST0023929,70806.45,24,26.07,2024-07-24,Coimbatore,<3L,300-550,DSA
LN00009911,CUST0029886,566674.79,12,15.84,2024-06-15,Bhopal,6-10L,600-650,organic
LN00009912,CUST0021966,42039.19,12,11.4,2025-01-08,Coimbatore,<3L,650-850,organic
LN00009913,CUST0026703,290703.77,36,12.33,2025-04-27,Nagpur,3-6L,650-850,organic
LN00009914,CUST0010352,449175.85,24,15.33,2024-08-01,Ahmedabad,6-10L,600-650,affiliate
LN00009915,CUST0016045,293710.85,36,22.02,2025-06-12,Delhi,6-10L,550-600,app_store
LN00009916,CUST0025482,10838.39,24,13.2,2024-09-08,Delhi,<3L,650-850,organic
LN00009917,CUST0014143,291229.08,12,15.7,2024-03-01,Hyderabad,6-10L,650-850,DSA
LN00009918,CUST0025984,698911.92,18,19.19,2024-06-13,Chennai,6-10L,600-650,affiliate
LN00009919,CUST0012171,288651.19,12,23.96,2024-03-15,Lucknow,3-6L,550-600,referral
LN00009920,CUST0006932,2856915.76,36,15.08,2025-05-11,Vadodara,>15L,600-650,organic
LN00009921,CUST0014061,66682.73,24,16.05,2024-02-16,Coimbatore,3-6L,600-650,organic
LN00009922,CUST0028267,89101.48,36,17.08,2025-05-24,Surat,3-6L,600-650,referral
LN00009923,CUST0006965,273384.56,18,15.92,2024-12-27,Jaipur,3-6L,650-850,organic
LN00009924,CUST0026335,246082.05,12,18.49,2025-03-13,Hyderabad,3-6L,600-650,organic
LN00009925,CUST0008136,2263024.52,24,26.28,2025-01-19,Kochi,>15L,300-550,app_store
LN00009926,CUST0016936,251158.18,24,11.77,2025-04-25,Surat,3-6L,650-850,app_store
LN00009927,CUST0016971,1090474.05,24,22.23,2024-08-13,Pune,10-15L,550-600,affiliate
LN00009928,CUST0029913,461474.27,18,20.88,2024-09-19,Delhi,6-10L,550-600,affiliate
LN00009929,CUST0007121,263434.79,24,18.37,2024-11-16,Patna,6-10L,600-650,DSA
LN00009930,CUST0018049,2357965.29,18,14.61,2024-10-02,Chennai,>15L,650-850,DSA
LN00009931,CUST0003365,970367.86,12,10.7,2025-03-15,Coimbatore,10-15L,650-850,affiliate
LN00009932,CUST0015544,78198.89,18,21.81,2024-11-20,Bengaluru,<3L,550-600,organic
LN00009933,CUST0020623,592703.06,18,15.8,2025-03-15,Mumbai,10-15L,600-650,affiliate
LN00009934,CUST0029397,465153.64,18,20.03,2024-07-05,Kolkata,6-10L,550-600,affiliate
LN00009935,CUST0011741,454188.72,24,15.44,2024-04-01,Delhi,6-10L,650-850,DSA
LN00009936,CUST0021716,1395660.27,36,16.05,2024-09-30,Mumbai,10-15L,600-650,affiliate
LN00009937,CUST0000905,2190409.66,24,23.39,2024-07-27,Nagpur,>15L,550-600,organic
LN00009938,CUST0021692,21246.41,24,20.96,2024-03-06,Hyderabad,<3L,550-600,referral
LN00009939,CUST0010319,1091859.28,24,12.71,2024-02-02,Ahmedabad,10-15L,650-850,DSA
LN00009940,CUST0021404,243308.24,24,15.28,2024-09-17,Jaipur,3-6L,650-850,organic
LN00009941,CUST0023816,217447.76,24,15.55,2025-05-03,Delhi,6-10L,600-650,organic
LN00009942,CUST0021866,2349329.76,24,10.71,2024-01-31,Kolkata,>15L,650-850,app_store
LN00009943,CUST0011312,229237.29,36,23.32,2024-11-25,Mumbai,6-10L,550-600,affiliate
LN00009944,CUST0017012,44907.5,36,10.28,2025-04-05,Kolkata,<3L,650-850,organic
LN00009945,CUST0002124,286610.18,36,19.24,2024-03-30,Bengaluru,6-10L,550-600,organic
LN00009946,CUST0006395,1025469.33,18,12.32,2024-01-04,Delhi,10-15L,650-850,referral
LN00009947,CUST0028121,444748.04,24,10.45,2024-10-03,Chennai,6-10L,650-850,app_store
LN00009948,CUST0029268,209752.84,12,12.13,2024-03-21,Mumbai,3-6L,650-850,app_store
LN00009949,CUST0029102,601009.34,12,12.21,2024-05-07,Indore,6-10L,650-850,referral
LN00009950,CUST0000682,2341187.65,24,14.14,2024-04-27,Bengaluru,>15L,650-850,referral
LN00009951,CUST0013139,1134563.07,36,18.94,2025-06-28,Ahmedabad,10-15L,550-600,DSA
LN00009952,CUST0007873,1052229.27,36,10.71,2024-06-06,Patna,10-15L,650-850,DSA
LN00009953,CUST0009818,1282388.37,18,20.83,2024-07-16,Coimbatore,10-15L,550-600,organic
LN00009954,CUST0018631,75756.0,12,13.87,2024-12-27,Jaipur,<3L,650-850,organic
LN00009955,CUST0018653,355494.95,24,19.83,2024-04-16,Bhopal,6-10L,550-600,affiliate
LN00009956,CUST0020800,285534.52,24,15.23,2024-07-13,Kolkata,6-10L,650-850,referral
LN00009957,CUST0023090,182538.03,18,12.22,2024-10-21,Pune,3-6L,650-850,organic
LN00009958,CUST0023223,195690.18,24,22.61,2024-11-20,Jaipur,3-6L,550-600,affiliate
LN00009959,CUST0017773,851375.49,12,15.06,2024-01-10,Surat,10-15L,650-850,DSA
LN00009960,CUST0013400,167871.97,12,19.95,2024-12-13,Surat,3-6L,600-650,DSA
LN00009961,CUST0004162,274226.07,12,16.37,2024-09-06,Bhopal,3-6L,600-650,DSA
LN00009962,CUST0018973,114889.79,36,17.87,2024-05-30,Ahmedabad,3-6L,600-650,referral
LN00009963,CUST0023285,76386.22,36,11.58,2024-02-22,Vadodara,<3L,650-850,affiliate
LN00009964,CUST0004358,361531.25,12,11.82,2024-09-08,Nagpur,6-10L,650-850,referral
LN00009965,CUST0020208,688611.45,24,11.23,2025-04-23,Kochi,10-15L,650-850,organic
LN00009966,CUST0013175,31605.7,24,20.84,2024-05-23,Indore,<3L,550-600,DSA
LN00009967,CUST0026118,275374.19,18,12.71,2024-03-05,Indore,3-6L,650-850,referral
LN00009968,CUST0027055,1084551.59,12,23.0,2024-04-22,Vadodara,10-15L,550-600,organic
LN00009969,CUST0020068,285908.28,18,11.9,2024-11-24,Surat,6-10L,650-850,organic
LN00009970,CUST0009457,1441855.62,18,17.12,2025-05-29,Bengaluru,10-15L,600-650,referral
LN00009971,CUST0016369,279766.02,12,19.49,2024-01-26,Delhi,3-6L,600-650,affiliate
LN00009972,CUST0006909,1306459.37,36,17.08,2024-08-26,Chennai,10-15L,600-650,referral
LN00009973,CUST0021603,334778.21,36,10.62,2024-03-21,Patna,6-10L,650-850,app_store
LN00009974,CUST0010045,629282.17,24,13.36,2024-02-06,Mumbai,6-10L,650-850,DSA
LN00009975,CUST0006040,52176.62,18,10.7,2024-08-11,Delhi,<3L,650-850,affiliate
LN00009976,CUST0008249,241775.93,36,27.77,2024-08-11,Delhi,3-6L,300-550,affiliate
LN00009977,CUST0001787,882274.36,12,21.14,2024-07-11,Mumbai,10-15L,550-600,organic
LN00009978,CUST0005764,153940.22,36,16.08,2024-01-28,Patna,3-6L,600-650,affiliate
LN00009979,CUST0010579,20567.36,24,19.93,2024-01-22,Hyderabad,<3L,600-650,organic
LN00009980,CUST0005881,349780.86,24,16.93,2025-02-02,Nagpur,6-10L,600-650,DSA
LN00009981,CUST0009016,371098.3,36,23.18,2025-07-07,Delhi,6-10L,550-600,referral
LN00009982,CUST0003326,331967.4,18,29.52,2024-04-03,Kolkata,6-10L,300-550,referral
LN00009983,CUST0021748,343651.1,18,15.94,2025-01-28,Delhi,6-10L,600-650,organic
LN00009984,CUST0002616,438831.61,18,14.17,2024-12-26,Mumbai,6-10L,650-850,app_store
LN00009985,CUST0022574,527765.31,12,13.0,2024-04-03,Lucknow,6-10L,650-850,DSA
LN00009986,CUST0025621,1005911.98,18,10.12,2024-01-05,Pune,>15L,650-850,organic
LN00009987,CUST0015662,299964.75,36,15.61,2024-04-17,Kolkata,6-10L,650-850,organic
LN00009988,CUST0010017,250133.57,24,22.75,2025-04-10,Delhi,6-10L,550-600,organic
LN00009989,CUST0022389,237378.73,36,13.99,2024-09-12,Lucknow,3-6L,650-850,affiliate
LN00009990,CUST0019406,2765652.4,12,19.46,2024-07-09,Bhopal,>15L,550-600,referral
LN00009991,CUST0002005,65536.53,12,23.7,2024-03-06,Mumbai,<3L,550-600,affiliate
LN00009992,CUST0013199,453436.0,12,19.15,2024-01-09,Kolkata,6-10L,600-650,organic
LN00009993,CUST0001180,252845.79,12,15.73,2024-10-04,Chennai,6-10L,600-650,referral
LN00009994,CUST0014288,578874.23,12,21.23,2025-05-15,Coimbatore,6-10L,550-600,referral
LN00009995,CUST0000289,698827.13,24,15.32,2024-07-22,Hyderabad,6-10L,650-850,app_store
LN00009996,CUST0002805,1215110.51,18,10.32,2024-09-06,Kochi,10-15L,650-850,DSA
LN00009997,CUST0010801,12499.96,18,23.35,2025-03-09,Patna,<3L,550-600,DSA
LN00009998,CUST0009224,411266.06,24,24.14,2024-04-18,Delhi,6-10L,300-550,DSA
LN00009999,CUST0015044,743812.26,24,19.39,2025-03-06,Pune,10-15L,600-650,DSA
LN00010000,CUST0005170,266533.99,18,18.1,2024-09-20,Ahmedabad,3-6L,550-600,app_store
LN00010001,CUST0008867,54852.72,18,10.75,2024-03-28,Lucknow,<3L,650-850,organic
LN00010002,CUST0002192,671380.7,24,10.1,2024-04-16,Surat,6-10L,650-850,organic
LN00010003,CUST0022008,2635634.17,36,23.6,2024-10-01,Kolkata,>15L,300-550,organic
LN00010004,CUST0003445,61714.92,36,20.32,2025-02-11,Coimbatore,<3L,550-600,referral
LN00010005,CUST0015395,35346.85,24,13.49,2024-11-30,Hyderabad,<3L,650-850,referral
LN00010006,CUST0004140,366414.97,24,11.74,2024-02-06,Delhi,6-10L,650-850,organic
LN00010007,CUST0023632,246695.02,18,19.18,2025-01-01,Visakhapatnam,3-6L,600-650,DSA
LN00010008,CUST0006506,639138.47,24,11.84,2025-01-30,Ahmedabad,6-10L,650-850,affiliate
LN00010009,CUST0024180,587298.75,24,12.55,2024-11-19,Surat,10-15L,650-850,organic
LN00010010,CUST0003038,127645.83,24,14.07,2024-04-08,Patna,3-6L,650-850,DSA
LN00010011,CUST0029542,698576.84,18,16.85,2025-05-05,Kolkata,10-15L,600-650,app_store
LN00010012,CUST0014570,216478.12,12,22.45,2024-05-04,Kolkata,6-10L,550-600,organic
LN00010013,CUST0015586,820090.35,36,12.16,2024-08-24,Kochi,>15L,650-850,organic
LN00010014,CUST0003085,1666954.44,24,19.98,2025-05-13,Kolkata,>15L,550-600,referral
LN00010015,CUST0020462,378844.41,24,21.15,2024-01-17,Delhi,6-10L,550-600,organic
LN00010016,CUST0020011,524048.47,18,21.05,2024-02-27,Chennai,6-10L,550-600,DSA
LN00010017,CUST0003407,516195.22,12,10.11,2025-06-07,Vadodara,10-15L,650-850,affiliate
LN00010018,CUST0003356,287968.18,24,15.05,2024-03-04,Delhi,3-6L,650-850,referral
LN00010019,CUST0016836,265383.42,24,15.3,2024-12-16,Nagpur,3-6L,650-850,organic
LN00010020,CUST0000527,990594.27,24,15.39,2025-05-10,Hyderabad,>15L,650-850,DSA
LN00010021,CUST0012018,674824.33,18,13.78,2024-11-17,Indore,6-10L,650-850,affiliate
LN00010022,CUST0018409,78411.68,24,15.94,2025-05-16,Pune,<3L,650-850,affiliate
LN00010023,CUST0014563,501235.42,18,23.36,2024-07-25,Ahmedabad,10-15L,550-600,DSA
LN00010024,CUST0002437,490497.02,18,12.27,2024-09-11,Hyderabad,6-10L,650-850,affiliate
LN00010025,CUST0026779,95712.32,24,26.35,2025-02-05,Bengaluru,3-6L,300-550,referral
LN00010026,CUST0002622,74972.65,24,13.86,2024-01-03,Mumbai,<3L,650-850,referral
LN00010027,CUST0007655,252385.69,12,18.15,2024-07-23,Patna,3-6L,600-650,referral
LN00010028,CUST0006719,917320.09,18,19.03,2024-01-30,Nagpur,>15L,600-650,organic
LN00010029,CUST0027135,2967538.46,24,14.24,2024-10-24,Hyderabad,>15L,650-850,organic
LN00010030,CUST0004090,212485.95,18,12.47,2024-11-09,Patna,3-6L,650-850,referral
LN00010031,CUST0001259,1042469.22,24,14.78,2024-11-17,Patna,10-15L,650-850,DSA
LN00010032,CUST0027989,448471.67,12,14.29,2024-06-04,Delhi,6-10L,650-850,organic
LN00010033,CUST0006210,1397897.28,18,15.4,2024-07-14,Nagpur,10-15L,650-850,app_store
LN00010034,CUST0010679,248329.1,18,21.61,2025-02-24,Hyderabad,3-6L,550-600,DSA
LN00010035,CUST0028926,404267.43,12,23.79,2024-10-11,Pune,6-10L,550-600,affiliate
LN00010036,CUST0027119,177556.81,24,15.34,2025-02-03,Kolkata,3-6L,650-850,organic
LN00010037,CUST0020767,20859.35,18,17.33,2025-05-31,Lucknow,<3L,600-650,DSA
LN00010038,CUST0015404,270965.63,18,19.5,2024-02-24,Chennai,3-6L,600-650,organic
LN00010039,CUST0008570,75073.45,12,18.36,2025-06-27,Mumbai,3-6L,550-600,referral
LN00010040,CUST0020784,2191970.31,24,18.7,2024-12-25,Surat,>15L,550-600,DSA
LN00010041,CUST0010313,1270416.0,12,16.27,2024-10-07,Kochi,>15L,600-650,DSA
LN00010042,CUST0000369,867303.85,12,18.73,2025-03-06,Surat,10-15L,550-600,organic
