loan_id,decline_rate_change,decline_spike_flag,avg_amount_change_pct,amount_drop_flag,upi_share_change_pp,upi_shift_flag,category_count_change,diversity_drop_flag,signals_firing,customer_id,credit_score_band,income_band,city,tenure_months,loan_amount
LN00016783,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0021075,600-650,>15L,Coimbatore,18,1207748.51
LN00016791,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0001686,550-600,10-15L,Visakhapatnam,18,950572.9
LN00016792,0.0,1,0.3962989378722748,0,0.0,0,0.0,0,1,CUST0008158,600-650,3-6L,Coimbatore,18,267456.92
LN00016793,0.0,1,-0.2519949748940384,0,0.5,0,-1.0,0,1,CUST0024141,650-850,10-15L,Delhi,24,1424085.09
LN00016799,0.0,1,0.9662339902539998,0,-1.0,1,0.0,0,2,CUST0025981,600-650,3-6L,Vadodara,24,268496.91
LN00016800,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0001424,600-650,6-10L,Patna,24,554422.96
LN00016807,0.0,1,0.6886022600308314,0,0.0,0,0.0,0,1,CUST0024367,650-850,10-15L,Pune,12,1026291.32
LN00016808,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0004287,300-550,3-6L,Mumbai,12,101115.05
LN00016815,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0022742,650-850,3-6L,Vadodara,12,250783.18
LN00016832,0.0,1,inf,0,0.5,0,2.0,0,1,CUST0000519,550-600,>15L,Kolkata,12,2809522.36
LN00016840,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0015253,600-650,10-15L,Ahmedabad,24,1329248.02
LN00016848,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0010400,600-650,10-15L,Vadodara,12,607109.58
LN00016857,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0022756,300-550,10-15L,Chennai,18,1121252.27
LN00016858,0.0,1,-0.7625235341282639,1,0.0,0,0.0,0,2,CUST0004368,550-600,6-10L,Nagpur,18,399080.63
LN00016864,0.0,1,-0.8360331055919842,1,0.0,0,0.0,0,2,CUST0016341,600-650,3-6L,Patna,36,158026.86
LN00016868,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0022331,550-600,6-10L,Surat,12,251546.95
LN00016869,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0005154,600-650,<3L,Hyderabad,18,28762.43
LN00016870,0.0,1,0.624793629212392,0,-1.0,1,0.0,0,2,CUST0014301,550-600,10-15L,Patna,36,1258499.66
LN00016873,0.0,1,inf,0,0.3333333333333333,0,2.0,0,1,CUST0024821,300-550,10-15L,Chennai,24,892860.99
LN00016878,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0008598,650-850,3-6L,Lucknow,12,275081.68
LN00016881,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0025977,650-850,10-15L,Chennai,18,1413002.8
LN00016894,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0029043,550-600,3-6L,Indore,18,289537.67
LN00016897,0.3333333333333333,1,inf,0,0.6666666666666666,0,2.0,0,1,CUST0020840,550-600,>15L,Ahmedabad,24,2178269.48
LN00016903,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0006945,650-850,3-6L,Pune,24,205344.11
LN00016909,0.0,1,-0.6675274777186407,1,0.0,0,0.0,0,2,CUST0006784,600-650,6-10L,Pune,12,541219.98
LN00016920,-0.5,0,-0.08136838692745867,0,-0.5,1,1.0,0,1,CUST0005783,650-850,<3L,Visakhapatnam,18,10229.91
LN00016928,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0013167,600-650,10-15L,Hyderabad,12,927501.87
LN00016935,0.0,1,6.982926677841933,0,0.0,0,0.0,0,1,CUST0013109,600-650,6-10L,Pune,24,262134.71
LN00016944,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0001744,550-600,6-10L,Coimbatore,12,385906.48
LN00016960,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0022538,550-600,3-6L,Pune,24,294822.55
LN00016964,0.0,1,-0.4485567922315715,1,-1.0,1,0.0,0,3,CUST0022424,650-850,>15L,Patna,24,1300937.29
LN00016970,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0010705,600-650,3-6L,Pune,36,212358.22
LN00016974,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0004494,600-650,10-15L,Kochi,24,1295241.11
LN00016975,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0021910,650-850,<3L,Mumbai,18,30006.79
LN00016988,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0014037,550-600,10-15L,Chennai,24,1032854.62
LN00016991,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0016417,600-650,6-10L,Indore,24,531155.89
LN00016999,0.0,1,0.44684377845197065,0,0.0,0,0.0,0,1,CUST0010490,600-650,3-6L,Surat,36,272305.57
LN00017000,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0023639,650-850,>15L,Bhopal,36,2740159.71
LN00017004,0.0,1,inf,0,0.5,0,2.0,0,1,CUST0000427,550-600,3-6L,Surat,12,156314.45
LN00017006,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0012611,650-850,6-10L,Vadodara,24,662674.1
LN00017008,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0019415,650-850,10-15L,Patna,18,1243655.88
LN00017011,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0013971,550-600,3-6L,Delhi,24,258809.59
LN00017025,0.0,1,-0.8368085745451096,1,1.0,0,0.0,0,2,CUST0006524,600-650,10-15L,Kolkata,12,974294.85
LN00017029,-1.0,0,0.831341927820284,0,-0.5,1,1.0,0,1,CUST0002346,300-550,10-15L,Patna,24,980208.9
LN00017032,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0023503,550-600,3-6L,Coimbatore,12,230767.51
LN00017044,0.0,1,10.23472128945601,0,0.0,0,0.0,0,1,CUST0010932,550-600,>15L,Kolkata,36,1237448.42
LN00017052,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0014514,650-850,<3L,Delhi,18,18280.97
LN00017058,0.0,1,-0.9876934595253689,1,0.0,0,1.0,0,2,CUST0028393,550-600,3-6L,Mumbai,18,198795.22
LN00017064,1.0,1,inf,0,0.0,0,1.0,0,1,CUST0024900,600-650,<3L,Delhi,18,52527.22
LN00017065,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0024696,650-850,10-15L,Chennai,24,1402206.95
LN00017069,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0000822,600-650,6-10L,Patna,12,431899.64
LN00017073,0.0,1,inf,0,0.0,0,2.0,0,1,CUST0002335,650-850,>15L,Bhopal,18,851051.97
LN00017079,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0023601,550-600,3-6L,Pune,12,71254.62
LN00017083,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0025339,550-600,3-6L,Hyderabad,12,194186.81
LN00017085,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0029274,600-650,6-10L,Pune,18,495827.07
LN00017088,0.0,1,inf,0,1.0,0,2.0,0,1,CUST0027297,600-650,10-15L,Chennai,24,1381631.94
LN00017089,0.5,1,inf,0,0.5,0,2.0,0,1,CUST0006206,600-650,6-10L,Visakhapatnam,12,215501.74
LN00017093,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0010702,550-600,6-10L,Mumbai,12,337214.82
LN00017105,0.0,1,inf,0,0.6666666666666666,0,3.0,0,1,CUST0010189,600-650,6-10L,Kolkata,36,590089.56
LN00017108,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0010764,600-650,6-10L,Ahmedabad,36,574672.52
LN00017119,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0015371,650-850,10-15L,Visakhapatnam,12,919708.86
LN00017128,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0009751,650-850,3-6L,Surat,24,181502.38
LN00017137,0.0,1,inf,0,0.5,0,2.0,0,1,CUST0019491,650-850,6-10L,Pune,12,674324.84
LN00017142,0.0,1,24.218557607739665,0,0.0,0,2.0,0,1,CUST0007308,650-850,6-10L,Kochi,18,523338.97
LN00017151,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0013160,650-850,>15L,Chennai,24,2027840.87
LN00017152,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0029674,600-650,3-6L,Lucknow,12,57855.46
LN00017155,-1.0,0,5.683875016102959,0,-1.0,1,0.0,0,1,CUST0008580,650-850,6-10L,Jaipur,18,262933.13
LN00017161,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0016340,600-650,3-6L,Chennai,24,108267.12
LN00017164,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0014506,650-850,10-15L,Kochi,18,1135162.84
LN00017173,0.0,1,-0.4588478098423655,1,0.5,0,-1.0,0,2,CUST0023486,600-650,3-6L,Chennai,12,114239.2
LN00017181,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0022575,550-600,6-10L,Chennai,18,328026.46
LN00017185,0.0,1,0.7801825993555319,0,0.0,0,0.0,0,1,CUST0026930,600-650,6-10L,Surat,18,365731.61
LN00017187,1.0,1,-0.638399107989302,1,-1.0,1,0.0,0,3,CUST0000029,600-650,<3L,Bhopal,24,26299.29
LN00017192,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0002426,650-850,<3L,Ahmedabad,12,42641.79
LN00017198,0.0,1,0.4121275033546851,0,-0.33333333333333337,1,2.0,0,2,CUST0012576,650-850,10-15L,Kolkata,18,904818.84
LN00017202,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0029508,600-650,6-10L,Delhi,18,287423.08
LN00017206,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0009880,650-850,3-6L,Delhi,36,156110.73
LN00017222,0.0,1,0.1466375157623537,0,0.0,0,0.0,0,1,CUST0004494,300-550,<3L,Visakhapatnam,18,25514.86
LN00017228,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0005487,550-600,6-10L,Nagpur,12,474303.27
LN00017230,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0018148,550-600,3-6L,Nagpur,18,83178.75
LN00017237,1.0,1,inf,0,1.0,0,1.0,0,1,CUST0013590,300-550,3-6L,Mumbai,24,76223.23
LN00017242,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0026153,600-650,10-15L,Delhi,24,1000795.42
LN00017263,0.0,1,0.3161808512985724,0,-1.0,1,0.0,0,2,CUST0005703,600-650,6-10L,Bhopal,36,546715.61
LN00017266,0.0,1,1.704700841236334,0,1.0,0,0.0,0,1,CUST0029156,600-650,6-10L,Hyderabad,12,210279.91
LN00017272,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0024141,550-600,<3L,Bengaluru,12,21538.47
LN00017277,0.0,1,-0.4610902304945271,1,-0.5,1,1.0,0,3,CUST0013018,550-600,3-6L,Bengaluru,12,66852.44
LN00017280,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0009127,600-650,6-10L,Ahmedabad,18,366412.59
LN00017285,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0013814,650-850,10-15L,Chennai,24,1337459.2
LN00017287,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0009483,650-850,3-6L,Visakhapatnam,36,210488.71
LN00017288,0.0,1,inf,0,0.5,0,2.0,0,1,CUST0026507,600-650,10-15L,Mumbai,36,1259281.36
LN00017290,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0020360,650-850,10-15L,Pune,36,631361.35
LN00017294,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0015725,650-850,>15L,Kolkata,18,2813454.24
LN00017296,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0004188,550-600,6-10L,Vadodara,18,671133.68
LN00017310,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0009802,650-850,3-6L,Vadodara,18,78770.2
LN00017311,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0007716,600-650,10-15L,Delhi,24,561493.97
LN00017315,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0000849,550-600,6-10L,Surat,12,614355.53
LN00017316,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0015230,650-850,6-10L,Hyderabad,12,288647.41
LN00017324,0.0,1,0.4425451490970182,0,-1.0,1,0.0,0,2,CUST0001153,300-550,6-10L,Hyderabad,12,505879.73
LN00017329,0.0,1,4.686670952437003,0,0.0,0,0.0,0,1,CUST0001509,550-600,3-6L,Indore,36,170874.48
LN00017344,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0014495,650-850,3-6L,Coimbatore,36,131684.97
LN00017349,0.0,1,inf,0,1.0,0,2.0,0,1,CUST0020277,600-650,>15L,Jaipur,12,1719887.67
LN00017356,0.0,1,-0.8156296012175054,1,-1.0,1,0.0,0,3,CUST0005703,650-850,6-10L,Bhopal,18,378531.45
LN00017365,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0004449,300-550,10-15L,Chennai,18,825196.59
LN00017369,0.0,1,inf,0,0.5,0,2.0,0,1,CUST0007891,650-850,10-15L,Hyderabad,24,1076192.55
LN00017379,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0012804,550-600,6-10L,Mumbai,24,379400.83
LN00017384,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0026438,550-600,>15L,Patna,12,2752894.34
LN00017387,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0000810,550-600,6-10L,Patna,36,564891.24
LN00017393,0.0,1,inf,0,0.5,0,2.0,0,1,CUST0004234,550-600,<3L,Bengaluru,24,13868.75
LN00017396,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0009167,650-850,<3L,Delhi,18,55392.02
LN00017398,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0025670,650-850,6-10L,Bengaluru,24,630958.87
LN00017404,1.0,1,inf,0,1.0,0,1.0,0,1,CUST0006940,600-650,3-6L,Vadodara,18,156890.53
LN00017407,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0009050,650-850,6-10L,Bhopal,18,500250.78
LN00017415,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0017946,650-850,10-15L,Hyderabad,18,871456.63
LN00017419,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0023178,650-850,3-6L,Bengaluru,18,299141.05
LN00017420,0.0,1,1.0311529829182735,0,1.0,0,0.0,0,1,CUST0022874,550-600,6-10L,Surat,12,203315.76
LN00017425,0.0,1,-0.7724499644879896,1,1.0,0,-2.0,1,3,CUST0011675,650-850,6-10L,Coimbatore,24,574663.39
LN00017439,0.0,1,24.304498583980827,0,0.5,0,1.0,0,1,CUST0026752,600-650,6-10L,Delhi,24,604045.78
LN00017444,0.0,1,1.6357011509909416,0,0.0,0,0.0,0,1,CUST0015802,650-850,6-10L,Bengaluru,24,597281.05
LN00017447,1.0,1,inf,0,1.0,0,1.0,0,1,CUST0001025,300-550,3-6L,Lucknow,18,160489.37
LN00017450,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0003036,650-850,10-15L,Kolkata,24,954861.97
LN00017458,1.0,1,inf,0,1.0,0,1.0,0,1,CUST0022989,650-850,3-6L,Vadodara,18,165646.9
LN00017468,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0027745,650-850,>15L,Bengaluru,24,1175917.82
LN00017478,0.0,1,2.002291925872569,0,0.0,0,0.0,0,1,CUST0025416,650-850,6-10L,Lucknow,24,430076.71
LN00017487,1.0,1,inf,0,1.0,0,1.0,0,1,CUST0004791,650-850,3-6L,Surat,12,271495.92
LN00017498,0.0,1,0.39880478087649424,0,1.0,0,0.0,0,1,CUST0022710,300-550,6-10L,Ahmedabad,18,648495.29
LN00017501,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0009335,650-850,3-6L,Chennai,24,224750.81
LN00017507,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0021489,650-850,<3L,Bengaluru,36,55648.26
LN00017510,0.0,1,inf,0,1.0,0,2.0,0,1,CUST0019034,550-600,>15L,Delhi,24,1505548.81
LN00017516,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0008731,550-600,3-6L,Kolkata,24,158270.13
LN00017527,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0023106,650-850,>15L,Chennai,18,1306851.8
LN00017534,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0018084,550-600,6-10L,Kolkata,18,695076.57
LN00017547,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0022665,300-550,10-15L,Bhopal,24,1394789.1
LN00017551,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0018191,300-550,>15L,Jaipur,18,2503447.98
LN00017553,0.0,1,-0.5092204641931749,1,-1.0,1,0.0,0,3,CUST0001245,600-650,>15L,Bengaluru,18,2955096.01
LN00017554,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0005601,300-550,>15L,Pune,12,2287106.9
LN00017559,0.0,1,0.017669203464568493,0,-0.5,1,1.0,0,2,CUST0000478,550-600,3-6L,Kolkata,12,107445.08
LN00017562,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0012784,600-650,6-10L,Kolkata,24,403578.75
LN00017565,0.0,1,-0.6209412400075405,1,0.0,0,-1.0,0,2,CUST0014705,600-650,10-15L,Bhopal,18,898019.45
LN00017570,0.0,1,inf,0,0.5,0,2.0,0,1,CUST0022085,650-850,>15L,Ahmedabad,24,1361505.78
LN00017571,0.0,1,-0.9154963745881366,1,0.0,0,1.0,0,2,CUST0001674,550-600,10-15L,Delhi,18,1150623.09
LN00017573,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0026439,550-600,3-6L,Nagpur,12,262686.6
LN00017575,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0023606,550-600,3-6L,Surat,18,232937.18
LN00017582,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0005620,550-600,10-15L,Bhopal,24,984391.96
LN00017586,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0015411,550-600,<3L,Chennai,18,55855.14
LN00017587,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0002471,650-850,>15L,Bhopal,36,1115228.78
LN00017588,1.0,1,inf,0,1.0,0,1.0,0,1,CUST0025679,650-850,6-10L,Jaipur,18,293389.22
LN00017593,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0027194,550-600,3-6L,Kolkata,18,233107.54
LN00017599,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0021113,300-550,3-6L,Hyderabad,12,197883.26
LN00017608,0.0,1,2.29902835613722,0,0.0,0,0.0,0,1,CUST0015361,650-850,10-15L,Delhi,18,1366400.27
LN00017610,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0015909,600-650,10-15L,Chennai,18,533912.3
LN00017622,0.0,1,12.263760813951219,0,1.0,0,0.0,0,1,CUST0023143,550-600,>15L,Mumbai,12,1130190.42
LN00017623,0.0,1,inf,0,0.5,0,2.0,0,1,CUST0005359,600-650,3-6L,Jaipur,18,194470.96
LN00017624,0.0,1,-0.9318762399989626,1,-1.0,1,0.0,0,3,CUST0018403,650-850,10-15L,Jaipur,36,1494286.31
LN00017629,0.0,1,-0.7236164322083957,1,-1.0,1,0.0,0,3,CUST0007175,650-850,3-6L,Chennai,12,204792.65
LN00017633,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0012109,300-550,3-6L,Indore,12,296573.25
LN00017636,0.0,1,1.8310872973231564,0,0.0,0,0.0,0,1,CUST0008540,650-850,3-6L,Surat,12,234321.73
LN00017649,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0014493,550-600,6-10L,Delhi,24,276040.9
LN00017652,0.0,1,-0.8519878464648918,1,0.5,0,1.0,0,2,CUST0016965,550-600,<3L,Bengaluru,12,62592.51
LN00017659,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0012745,600-650,3-6L,Jaipur,18,289517.64
LN00017670,0.0,1,-0.08563333673319053,0,1.0,0,0.0,0,1,CUST0020182,300-550,6-10L,Nagpur,36,411870.06
LN00017674,1.0,1,inf,0,0.0,0,1.0,0,1,CUST0025835,650-850,6-10L,Kochi,18,270621.28
LN00017678,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0013627,650-850,3-6L,Chennai,24,180808.57
LN00017688,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0006053,600-650,>15L,Delhi,18,1966505.45
LN00017691,0.0,1,5.584483318639506,0,0.5,0,-1.0,0,1,CUST0023130,600-650,10-15L,Hyderabad,18,1025216.28
LN00017693,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0026835,650-850,6-10L,Delhi,18,205955.22
LN00017695,0.0,1,-0.04327710957421009,0,1.0,0,-1.0,0,1,CUST0010174,650-850,6-10L,Vadodara,18,542195.64
LN00017700,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0017241,600-650,>15L,Delhi,12,2352111.41
LN00017707,0.0,1,2.5328703782695485,0,0.0,0,0.0,0,1,CUST0023744,650-850,10-15L,Kochi,12,936118.12
LN00017708,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0028658,650-850,10-15L,Jaipur,12,1292701.0
LN00017710,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0020963,550-600,3-6L,Kolkata,24,137220.2
LN00017712,0.0,1,28.18371507560196,0,-1.0,1,0.0,0,2,CUST0011265,600-650,3-6L,Kochi,12,151303.84
LN00017717,0.0,1,inf,0,0.0,0,2.0,0,1,CUST0010315,650-850,6-10L,Lucknow,12,431863.25
LN00017721,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0002399,550-600,>15L,Hyderabad,18,1229991.96
LN00017726,0.0,1,2.4570827749361164,0,0.0,0,0.0,0,1,CUST0010174,650-850,6-10L,Mumbai,24,430928.49
LN00017727,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0016252,650-850,>15L,Kochi,18,911639.36
LN00017731,0.0,1,-0.5591249292102264,1,1.0,0,0.0,0,2,CUST0009308,600-650,<3L,Patna,36,62713.17
LN00017734,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0022585,650-850,<3L,Chennai,12,68574.25
LN00017740,0.0,1,inf,0,0.5,0,2.0,0,1,CUST0004374,300-550,3-6L,Lucknow,12,148945.88
LN00017742,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0012171,650-850,>15L,Mumbai,36,2105617.53
LN00017747,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0006420,650-850,6-10L,Jaipur,18,318671.46
LN00017748,0.0,1,inf,0,0.5,0,2.0,0,1,CUST0005063,600-650,>15L,Surat,18,1123404.14
LN00017757,0.0,1,inf,0,1.0,0,2.0,0,1,CUST0008799,650-850,3-6L,Coimbatore,12,139489.51
LN00017765,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0006413,600-650,6-10L,Surat,36,358343.8
LN00017772,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0010009,550-600,3-6L,Ahmedabad,24,191687.08
LN00017778,1.0,1,-0.7052915622995849,1,0.0,0,0.0,0,2,CUST0026151,550-600,3-6L,Ahmedabad,36,232193.1
LN00017783,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0023792,550-600,10-15L,Pune,18,1483052.7
LN00017790,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0029703,650-850,3-6L,Hyderabad,12,125056.56
LN00017791,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0027224,600-650,3-6L,Mumbai,18,62785.3
LN00017793,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0024507,550-600,6-10L,Mumbai,24,426262.15
LN00017803,1.0,1,2.849918973443132,0,1.0,0,0.0,0,1,CUST0004175,600-650,3-6L,Chennai,18,65753.38
LN00017812,0.0,1,55.3210144004078,0,0.0,0,0.0,0,1,CUST0014481,650-850,6-10L,Kochi,36,608743.95
LN00017828,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0026564,650-850,6-10L,Lucknow,18,466513.75
LN00017837,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0003176,600-650,10-15L,Vadodara,18,515916.93
LN00017841,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0004162,650-850,6-10L,Lucknow,36,334146.32
LN00017846,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0017121,600-650,10-15L,Mumbai,18,1259265.87
LN00017847,1.0,1,-0.8700284808809452,1,1.0,0,0.0,0,2,CUST0028419,600-650,6-10L,Patna,24,659150.12
LN00017854,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0018318,300-550,10-15L,Pune,36,639601.5
LN00017855,0.0,1,inf,0,0.5,0,2.0,0,1,CUST0025229,550-600,<3L,Mumbai,12,43345.94
LN00017856,0.0,1,0.6429751374861467,0,-1.0,1,0.0,0,2,CUST0025219,600-650,>15L,Nagpur,12,2934934.04
LN00017858,0.0,1,-0.1335716176859942,0,-1.0,1,0.0,0,2,CUST0024363,650-850,10-15L,Pune,12,597628.27
LN00017876,0.0,1,inf,0,0.5,0,2.0,0,1,CUST0010110,600-650,6-10L,Kochi,12,661518.78
LN00017879,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0006533,650-850,3-6L,Indore,12,129137.41
LN00017889,0.0,1,inf,0,0.3333333333333333,0,2.0,0,1,CUST0020913,600-650,>15L,Bhopal,12,819067.76
LN00017890,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0012918,300-550,10-15L,Coimbatore,12,653226.63
LN00017908,0.0,1,2.851793220153939,0,0.0,0,0.0,0,1,CUST0022731,600-650,6-10L,Pune,24,423591.88
LN00017912,0.0,1,-0.5309792912734244,1,-0.5,1,1.0,0,3,CUST0021066,550-600,10-15L,Mumbai,18,599258.82
LN00017916,1.0,1,inf,0,1.0,0,1.0,0,1,CUST0027903,600-650,>15L,Visakhapatnam,18,1648160.78
LN00017922,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0022012,600-650,6-10L,Hyderabad,18,480562.99
LN00017942,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0026205,650-850,3-6L,Indore,18,237135.23
LN00017943,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0022785,600-650,3-6L,Chennai,24,185490.97
LN00017949,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0024358,650-850,6-10L,Lucknow,18,305944.7
LN00017954,0.0,1,3.390392526238899,0,-0.5,1,1.0,0,2,CUST0027513,300-550,10-15L,Indore,12,532175.75
LN00017960,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0018155,300-550,<3L,Lucknow,18,15268.06
LN00017962,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0001836,650-850,10-15L,Delhi,12,768058.25
LN00017972,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0016848,600-650,6-10L,Mumbai,36,647340.63
LN00017973,0.0,1,22.104175824175822,0,0.0,0,0.0,0,1,CUST0024588,600-650,10-15L,Pune,36,1252197.86
LN00017974,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0018072,600-650,<3L,Coimbatore,12,28942.55
LN00017981,0.0,1,5.136031568282409,0,0.0,0,0.0,0,1,CUST0029825,650-850,<3L,Bengaluru,12,78942.37
LN00017983,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0022469,650-850,3-6L,Hyderabad,24,99447.82
LN00017986,0.0,1,-0.45861923583662717,1,-1.0,1,0.0,0,3,CUST0023395,300-550,6-10L,Hyderabad,18,641578.36
LN00017993,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0023846,550-600,6-10L,Mumbai,18,319185.71
LN00017994,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0007401,650-850,3-6L,Pune,24,180081.6
LN00017998,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0021424,650-850,3-6L,Bengaluru,24,73754.67
LN00018009,0.0,1,inf,0,0.5,0,1.0,0,1,CUST0003803,600-650,6-10L,Vadodara,12,513904.87
LN00018011,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0003802,550-600,6-10L,Mumbai,36,255488.75
