loan_id,customer_id,credit_score_band,income_band,city,city_tier,loan_amount,tenure_months,latest_dpd,had_recent_partial,signals_firing,decline_spike_flag,upi_shift_flag,amount_drop_flag,diversity_drop_flag,risk_score,score_reason,risk_tier
LN00011734,CUST0021578,600-650,3-6L,Mumbai,tier1,288371.94,18,0,False,0.0,,,,,4,band_600_650(+3) | income_3_6L(+1),Medium
LN00011735,CUST0006205,550-600,6-10L,Pune,tier1,406649.01,24,0,False,1.0,1.0,0.0,0.0,0.0,2,band_550_600(+1) | signals_1_firing(+1),Low
LN00011736,CUST0023150,550-600,10-15L,Bhopal,tier2,902395.74,12,0,False,0.0,,,,,2,band_550_600(+1) | tier2_city(+1),Low
LN00011737,CUST0020823,600-650,>15L,Kolkata,tier1,1161183.72,18,0,False,0.0,,,,,3,band_600_650(+3),Low
LN00011738,CUST0008640,600-650,>15L,Mumbai,tier1,1687774.24,24,0,False,0.0,,,,,3,band_600_650(+3),Low
LN00011739,CUST0010759,300-550,>15L,Mumbai,tier1,2259680.33,18,7,False,2.0,1.0,1.0,0.0,0.0,5,band_300_550(+2) | signals_2_firing(+1) | dpd_1_29(+2),Medium
LN00011740,CUST0012851,600-650,6-10L,Bhopal,tier2,582347.73,24,90,True,0.0,,,,,6,band_600_650(+3) | tier2_city(+1) | recent_partial_pay(+2),Medium
LN00011741,CUST0008222,650-850,3-6L,Bengaluru,tier1,64357.52,18,0,False,0.0,,,,,1,income_3_6L(+1),Low
LN00011742,CUST0029800,550-600,6-10L,Bengaluru,tier1,573630.21,12,0,False,3.0,1.0,1.0,1.0,0.0,4,band_550_600(+1) | signals_3_firing(+3),Medium
LN00011743,CUST0000640,650-850,<3L,Hyderabad,tier1,55952.95,36,0,False,0.0,,,,,3,income_lt3L(+2) | long_tenure(+1),Low
LN00011744,CUST0022854,650-850,3-6L,Delhi,tier1,278621.35,12,0,False,0.0,,,,,1,income_3_6L(+1),Low
LN00011745,CUST0022639,550-600,<3L,Mumbai,tier1,62013.75,24,15,False,1.0,1.0,0.0,0.0,0.0,6,band_550_600(+1) | income_lt3L(+2) | signals_1_firing(+1) | dpd_1_29(+2),Medium
LN00011746,CUST0009761,550-600,3-6L,Vadodara,tier2,293474.46,12,90,False,2.0,1.0,0.0,1.0,0.0,4,band_550_600(+1) | income_3_6L(+1) | tier2_city(+1) | signals_2_firing(+1),Medium
LN00011747,CUST0012888,550-600,6-10L,Hyderabad,tier1,681875.14,24,7,False,1.0,1.0,0.0,0.0,0.0,4,band_550_600(+1) | signals_1_firing(+1) | dpd_1_29(+2),Medium
LN00011748,CUST0015497,650-850,6-10L,Lucknow,tier2,529570.49,12,0,False,1.0,1.0,0.0,0.0,0.0,2,tier2_city(+1) | signals_1_firing(+1),Low
LN00011749,CUST0021869,650-850,6-10L,Vadodara,tier2,349202.12,12,0,False,0.0,,,,,1,tier2_city(+1),Low
LN00011750,CUST0001176,650-850,10-15L,Visakhapatnam,tier2,1280580.59,36,0,False,1.0,1.0,0.0,0.0,0.0,3,tier2_city(+1) | long_tenure(+1) | signals_1_firing(+1),Low
LN00011751,CUST0028679,650-850,10-15L,Surat,tier2,674982.78,12,0,False,0.0,,,,,1,tier2_city(+1),Low
LN00011752,CUST0001511,650-850,>15L,Kochi,tier2,1359433.8,18,0,False,0.0,,,,,1,tier2_city(+1),Low
LN00011753,CUST0015805,600-650,6-10L,Kolkata,tier1,485529.53,18,0,False,0.0,,,,,3,band_600_650(+3),Low
LN00011754,CUST0022678,600-650,3-6L,Bhopal,tier2,66750.7,12,90,True,0.0,,,,,7,band_600_650(+3) | income_3_6L(+1) | tier2_city(+1) | recent_partial_pay(+2),High
LN00011755,CUST0003845,600-650,3-6L,Kochi,tier2,168701.71,18,90,True,0.0,,,,,7,band_600_650(+3) | income_3_6L(+1) | tier2_city(+1) | recent_partial_pay(+2),High
LN00011756,CUST0010636,650-850,10-15L,Mumbai,tier1,1347717.01,12,0,False,0.0,,,,,0,no_risk_factors,Low
LN00011757,CUST0018213,550-600,10-15L,Chennai,tier1,1025276.83,24,1,False,0.0,,,,,3,band_550_600(+1) | dpd_1_29(+2),Low
LN00011758,CUST0007662,600-650,3-6L,Indore,tier2,213833.53,24,0,False,0.0,,,,,5,band_600_650(+3) | income_3_6L(+1) | tier2_city(+1),Medium
LN00011759,CUST0002195,600-650,>15L,Chennai,tier1,2856403.71,12,0,False,0.0,,,,,3,band_600_650(+3),Low
LN00011760,CUST0006266,600-650,6-10L,Mumbai,tier1,298410.5,12,0,False,0.0,,,,,3,band_600_650(+3),Low
LN00011761,CUST0016731,300-550,3-6L,Bhopal,tier2,230763.48,18,30,False,0.0,,,,,4,band_300_550(+2) | income_3_6L(+1) | tier2_city(+1),Medium
LN00011762,CUST0010356,650-850,6-10L,Bengaluru,tier1,424153.43,36,0,False,0.0,,,,,1,long_tenure(+1),Low
LN00011763,CUST0027190,650-850,6-10L,Chennai,tier1,662503.32,24,15,False,2.0,1.0,0.0,1.0,0.0,3,signals_2_firing(+1) | dpd_1_29(+2),Low
LN00011764,CUST0027582,650-850,<3L,Coimbatore,tier2,47656.96,12,0,False,1.0,1.0,0.0,0.0,0.0,4,income_lt3L(+2) | tier2_city(+1) | signals_1_firing(+1),Medium
LN00011765,CUST0023250,550-600,6-10L,Bengaluru,tier1,419572.54,18,90,True,0.0,,,,,3,band_550_600(+1) | recent_partial_pay(+2),Low
LN00011766,CUST0025352,650-850,10-15L,Coimbatore,tier2,640859.58,24,0,False,0.0,,,,,1,tier2_city(+1),Low
LN00011767,CUST0005036,650-850,6-10L,Kolkata,tier1,254144.91,24,0,False,1.0,1.0,0.0,0.0,0.0,1,signals_1_firing(+1),Low
LN00011768,CUST0001353,650-850,3-6L,Coimbatore,tier2,218594.08,24,0,False,1.0,1.0,0.0,0.0,0.0,3,income_3_6L(+1) | tier2_city(+1) | signals_1_firing(+1),Low
LN00011769,CUST0020638,600-650,>15L,Vadodara,tier2,2982349.34,36,0,False,0.0,,,,,5,band_600_650(+3) | tier2_city(+1) | long_tenure(+1),Medium
LN00011770,CUST0023117,650-850,3-6L,Kolkata,tier1,299963.57,24,90,False,0.0,,,,,1,income_3_6L(+1),Low
LN00011771,CUST0012273,550-600,3-6L,Coimbatore,tier2,128111.97,18,0,False,0.0,,,,,3,band_550_600(+1) | income_3_6L(+1) | tier2_city(+1),Low
LN00011772,CUST0027596,300-550,6-10L,Ahmedabad,tier2,231921.89,24,30,False,1.0,1.0,0.0,0.0,0.0,4,band_300_550(+2) | tier2_city(+1) | signals_1_firing(+1),Medium
LN00011773,CUST0006915,650-850,>15L,Pune,tier1,1686652.74,18,0,False,0.0,,,,,0,no_risk_factors,Low
LN00011774,CUST0002985,600-650,6-10L,Pune,tier1,462457.32,18,90,True,1.0,1.0,0.0,0.0,0.0,6,band_600_650(+3) | signals_1_firing(+1) | recent_partial_pay(+2),Medium
LN00011775,CUST0017240,600-650,10-15L,Mumbai,tier1,1151263.72,12,90,True,0.0,,,,,5,band_600_650(+3) | recent_partial_pay(+2),Medium
LN00011776,CUST0006751,550-600,>15L,Bhopal,tier2,1556685.63,18,1,False,0.0,,,,,4,band_550_600(+1) | tier2_city(+1) | dpd_1_29(+2),Medium
LN00011777,CUST0026020,650-850,10-15L,Hyderabad,tier1,746937.2,18,0,False,0.0,,,,,0,no_risk_factors,Low
LN00011778,CUST0025804,600-650,3-6L,Hyderabad,tier1,250983.07,24,60,True,0.0,,,,,6,band_600_650(+3) | income_3_6L(+1) | recent_partial_pay(+2),Medium
LN00011779,CUST0001185,650-850,10-15L,Nagpur,tier2,1025170.47,18,0,False,0.0,,,,,1,tier2_city(+1),Low
LN00011780,CUST0017110,550-600,10-15L,Chennai,tier1,1438060.96,24,1,False,1.0,1.0,0.0,0.0,0.0,4,band_550_600(+1) | signals_1_firing(+1) | dpd_1_29(+2),Medium
LN00011781,CUST0008374,550-600,3-6L,Pune,tier1,128963.32,12,90,True,1.0,1.0,0.0,0.0,0.0,5,band_550_600(+1) | income_3_6L(+1) | signals_1_firing(+1) | recent_partial_pay(+2),Medium
LN00011782,CUST0028966,600-650,3-6L,Kolkata,tier1,133614.96,36,0,False,0.0,,,,,5,band_600_650(+3) | income_3_6L(+1) | long_tenure(+1),Medium
LN00011783,CUST0010076,550-600,10-15L,Pune,tier1,1327635.68,18,0,False,3.0,1.0,1.0,1.0,0.0,4,band_550_600(+1) | signals_3_firing(+3),Medium
LN00011784,CUST0022948,650-850,3-6L,Bengaluru,tier1,294012.31,18,0,False,0.0,,,,,1,income_3_6L(+1),Low
LN00011785,CUST0014657,550-600,3-6L,Coimbatore,tier2,146638.08,12,0,False,0.0,,,,,3,band_550_600(+1) | income_3_6L(+1) | tier2_city(+1),Low
LN00011786,CUST0003299,600-650,10-15L,Lucknow,tier2,713276.71,12,0,False,0.0,,,,,4,band_600_650(+3) | tier2_city(+1),Medium
LN00011787,CUST0006595,650-850,>15L,Hyderabad,tier1,1299902.09,24,0,False,1.0,0.0,0.0,1.0,0.0,1,signals_1_firing(+1),Low
LN00011788,CUST0025224,600-650,<3L,Delhi,tier1,61954.77,24,0,False,0.0,,,,,5,band_600_650(+3) | income_lt3L(+2),Medium
LN00011789,CUST0027464,650-850,6-10L,Pune,tier1,538030.84,18,0,False,0.0,,,,,0,no_risk_factors,Low
LN00011790,CUST0023623,650-850,6-10L,Pune,tier1,246708.87,12,0,False,0.0,,,,,0,no_risk_factors,Low
LN00011791,CUST0009210,600-650,10-15L,Kochi,tier2,712885.31,24,0,False,0.0,,,,,4,band_600_650(+3) | tier2_city(+1),Medium
LN00011792,CUST0024792,650-850,>15L,Bengaluru,tier1,2643852.96,12,0,False,0.0,,,,,0,no_risk_factors,Low
LN00011793,CUST0021128,650-850,10-15L,Vadodara,tier2,545207.39,24,1,False,0.0,,,,,3,tier2_city(+1) | dpd_1_29(+2),Low
LN00011794,CUST0018111,550-600,6-10L,Indore,tier2,242328.98,36,30,False,0.0,,,,,3,band_550_600(+1) | tier2_city(+1) | long_tenure(+1),Low
LN00011795,CUST0027179,300-550,>15L,Pune,tier1,1348166.35,12,1,False,2.0,1.0,0.0,1.0,0.0,5,band_300_550(+2) | signals_2_firing(+1) | dpd_1_29(+2),Medium
LN00011796,CUST0021611,300-550,<3L,Vadodara,tier2,34759.76,18,0,False,3.0,1.0,0.0,1.0,1.0,8,band_300_550(+2) | income_lt3L(+2) | tier2_city(+1) | signals_3_firing(+3),High
LN00011797,CUST0029182,550-600,<3L,Vadodara,tier2,41543.42,24,0,False,0.0,,,,,4,band_550_600(+1) | income_lt3L(+2) | tier2_city(+1),Medium
LN00011798,CUST0025945,600-650,6-10L,Nagpur,tier2,495833.15,12,0,False,0.0,,,,,4,band_600_650(+3) | tier2_city(+1),Medium
LN00011799,CUST0018489,650-850,6-10L,Delhi,tier1,368106.98,18,0,False,3.0,1.0,1.0,1.0,0.0,3,signals_3_firing(+3),Low
LN00011800,CUST0005638,550-600,<3L,Bengaluru,tier1,37292.12,12,0,False,0.0,,,,,3,band_550_600(+1) | income_lt3L(+2),Low
LN00011801,CUST0027496,650-850,3-6L,Lucknow,tier2,220517.71,24,1,False,0.0,,,,,4,income_3_6L(+1) | tier2_city(+1) | dpd_1_29(+2),Medium
LN00011802,CUST0020845,300-550,10-15L,Hyderabad,tier1,1196569.74,12,0,False,0.0,,,,,2,band_300_550(+2),Low
LN00011803,CUST0017531,650-850,>15L,Jaipur,tier2,2911274.73,24,0,False,0.0,,,,,1,tier2_city(+1),Low
LN00011804,CUST0003146,600-650,<3L,Jaipur,tier2,78316.91,18,0,False,0.0,,,,,6,band_600_650(+3) | income_lt3L(+2) | tier2_city(+1),Medium
LN00011805,CUST0014132,650-850,6-10L,Lucknow,tier2,271715.29,18,0,False,0.0,,,,,1,tier2_city(+1),Low
LN00011806,CUST0011058,650-850,3-6L,Jaipur,tier2,285995.82,12,0,False,0.0,,,,,2,income_3_6L(+1) | tier2_city(+1),Low
LN00011807,CUST0015293,600-650,10-15L,Chennai,tier1,1417966.07,24,60,True,0.0,,,,,5,band_600_650(+3) | recent_partial_pay(+2),Medium
LN00011808,CUST0006082,650-850,6-10L,Bengaluru,tier1,289900.85,24,0,False,0.0,,,,,0,no_risk_factors,Low
LN00011809,CUST0007142,300-550,>15L,Pune,tier1,1103007.91,24,0,False,0.0,,,,,2,band_300_550(+2),Low
LN00011810,CUST0026676,300-550,<3L,Pune,tier1,60812.57,24,0,False,2.0,1.0,1.0,0.0,0.0,5,band_300_550(+2) | income_lt3L(+2) | signals_2_firing(+1),Medium
LN00011811,CUST0013427,550-600,6-10L,Hyderabad,tier1,491742.21,12,90,False,0.0,,,,,1,band_550_600(+1),Low
LN00011812,CUST0012476,650-850,3-6L,Mumbai,tier1,265967.4,24,0,False,4.0,1.0,1.0,1.0,1.0,4,income_3_6L(+1) | signals_4_firing(+3),Medium
LN00011813,CUST0013468,650-850,6-10L,Bengaluru,tier1,572673.39,24,0,False,3.0,1.0,1.0,1.0,0.0,3,signals_3_firing(+3),Low
LN00011814,CUST0025690,600-650,>15L,Jaipur,tier2,2777979.04,18,90,True,1.0,1.0,0.0,0.0,0.0,7,band_600_650(+3) | tier2_city(+1) | signals_1_firing(+1) | recent_partial_pay(+2),High
LN00011815,CUST0013619,300-550,>15L,Pune,tier1,1912161.82,24,7,False,0.0,,,,,4,band_300_550(+2) | dpd_1_29(+2),Medium
LN00011816,CUST0008252,300-550,6-10L,Delhi,tier1,355393.59,18,0,False,0.0,,,,,2,band_300_550(+2),Low
LN00011817,CUST0026895,650-850,10-15L,Lucknow,tier2,1351672.47,18,0,False,0.0,,,,,1,tier2_city(+1),Low
LN00011818,CUST0022688,650-850,3-6L,Kolkata,tier1,94241.84,18,0,False,1.0,1.0,0.0,0.0,0.0,2,income_3_6L(+1) | signals_1_firing(+1),Low
LN00011819,CUST0003030,650-850,<3L,Ahmedabad,tier2,65071.22,36,0,False,0.0,,,,,4,income_lt3L(+2) | tier2_city(+1) | long_tenure(+1),Medium
LN00011820,CUST0025438,650-850,>15L,Coimbatore,tier2,1144043.94,18,1,False,2.0,1.0,0.0,1.0,0.0,4,tier2_city(+1) | signals_2_firing(+1) | dpd_1_29(+2),Medium
LN00011821,CUST0023214,650-850,3-6L,Chennai,tier1,165501.6,12,0,False,0.0,,,,,1,income_3_6L(+1),Low
LN00011822,CUST0012503,650-850,<3L,Chennai,tier1,45884.36,12,0,False,0.0,,,,,2,income_lt3L(+2),Low
LN00011823,CUST0009768,550-600,6-10L,Surat,tier2,455740.1,24,0,False,0.0,,,,,2,band_550_600(+1) | tier2_city(+1),Low
LN00011824,CUST0028180,550-600,6-10L,Kochi,tier2,571222.25,12,0,False,0.0,,,,,2,band_550_600(+1) | tier2_city(+1),Low
LN00011825,CUST0024523,550-600,<3L,Pune,tier1,67869.28,18,0,False,0.0,,,,,3,band_550_600(+1) | income_lt3L(+2),Low
LN00011826,CUST0024515,550-600,10-15L,Bengaluru,tier1,572232.21,18,0,False,1.0,1.0,0.0,0.0,0.0,2,band_550_600(+1) | signals_1_firing(+1),Low
LN00011827,CUST0008534,550-600,6-10L,Kochi,tier2,662313.64,12,0,False,1.0,1.0,0.0,0.0,0.0,3,band_550_600(+1) | tier2_city(+1) | signals_1_firing(+1),Low
LN00011828,CUST0025023,650-850,6-10L,Pune,tier1,252962.64,12,0,False,0.0,,,,,0,no_risk_factors,Low
LN00011829,CUST0007288,650-850,3-6L,Kolkata,tier1,175981.58,24,0,False,2.0,1.0,0.0,1.0,0.0,2,income_3_6L(+1) | signals_2_firing(+1),Low
LN00011830,CUST0017343,550-600,6-10L,Jaipur,tier2,235373.08,24,0,False,0.0,,,,,2,band_550_600(+1) | tier2_city(+1),Low
LN00011831,CUST0000176,650-850,10-15L,Hyderabad,tier1,1479947.5,24,7,False,0.0,,,,,2,dpd_1_29(+2),Low
LN00011832,CUST0027178,600-650,>15L,Bhopal,tier2,2459870.83,24,0,False,0.0,,,,,4,band_600_650(+3) | tier2_city(+1),Medium
LN00011833,CUST0025553,550-600,>15L,Ahmedabad,tier2,1157592.05,12,0,False,0.0,,,,,2,band_550_600(+1) | tier2_city(+1),Low
LN00011834,CUST0011333,550-600,6-10L,Kochi,tier2,371066.88,24,7,False,1.0,1.0,0.0,0.0,0.0,5,band_550_600(+1) | tier2_city(+1) | signals_1_firing(+1) | dpd_1_29(+2),Medium
LN00011835,CUST0010910,650-850,>15L,Bengaluru,tier1,2648023.53,12,0,False,2.0,1.0,0.0,1.0,0.0,1,signals_2_firing(+1),Low
LN00011836,CUST0002443,550-600,3-6L,Ahmedabad,tier2,119420.19,18,0,False,0.0,,,,,3,band_550_600(+1) | income_3_6L(+1) | tier2_city(+1),Low
LN00011837,CUST0024365,550-600,<3L,Pune,tier1,63319.12,18,1,False,1.0,1.0,0.0,0.0,0.0,6,band_550_600(+1) | income_lt3L(+2) | signals_1_firing(+1) | dpd_1_29(+2),Medium
LN00011838,CUST0006330,650-850,10-15L,Coimbatore,tier2,1405801.64,24,15,False,2.0,1.0,0.0,1.0,0.0,4,tier2_city(+1) | signals_2_firing(+1) | dpd_1_29(+2),Medium
LN00011839,CUST0028484,650-850,3-6L,Mumbai,tier1,212884.52,24,0,False,0.0,,,,,1,income_3_6L(+1),Low
LN00011840,CUST0007482,600-650,<3L,Indore,tier2,48623.66,24,0,False,0.0,,,,,6,band_600_650(+3) | income_lt3L(+2) | tier2_city(+1),Medium
LN00011841,CUST0019423,600-650,>15L,Ahmedabad,tier2,2190895.46,36,0,False,0.0,,,,,5,band_600_650(+3) | tier2_city(+1) | long_tenure(+1),Medium
LN00011842,CUST0004019,650-850,10-15L,Lucknow,tier2,961491.11,12,15,False,0.0,,,,,3,tier2_city(+1) | dpd_1_29(+2),Low
LN00011843,CUST0004817,550-600,3-6L,Vadodara,tier2,63746.82,18,90,False,3.0,1.0,1.0,1.0,0.0,6,band_550_600(+1) | income_3_6L(+1) | tier2_city(+1) | signals_3_firing(+3),Medium
LN00011844,CUST0003309,650-850,10-15L,Lucknow,tier2,1198335.63,24,0,False,0.0,,,,,1,tier2_city(+1),Low
LN00011845,CUST0019695,550-600,10-15L,Nagpur,tier2,782371.1,18,0,False,2.0,1.0,1.0,0.0,0.0,3,band_550_600(+1) | tier2_city(+1) | signals_2_firing(+1),Low
LN00011846,CUST0027265,300-550,>15L,Ahmedabad,tier2,860983.26,12,0,False,3.0,1.0,1.0,1.0,0.0,6,band_300_550(+2) | tier2_city(+1) | signals_3_firing(+3),Medium
LN00011847,CUST0022616,550-600,6-10L,Mumbai,tier1,409384.04,18,90,True,1.0,1.0,0.0,0.0,0.0,4,band_550_600(+1) | signals_1_firing(+1) | recent_partial_pay(+2),Medium
LN00011848,CUST0004346,550-600,10-15L,Delhi,tier1,687618.17,18,0,False,0.0,,,,,1,band_550_600(+1),Low
LN00011849,CUST0027962,650-850,10-15L,Chennai,tier1,786658.79,12,0,False,0.0,,,,,0,no_risk_factors,Low
LN00011850,CUST0016049,650-850,10-15L,Surat,tier2,1216484.19,12,0,False,1.0,1.0,0.0,0.0,0.0,2,tier2_city(+1) | signals_1_firing(+1),Low
LN00011851,CUST0016892,550-600,6-10L,Mumbai,tier1,404765.97,18,15,False,1.0,1.0,0.0,0.0,0.0,4,band_550_600(+1) | signals_1_firing(+1) | dpd_1_29(+2),Medium
LN00011852,CUST0008537,600-650,6-10L,Bhopal,tier2,298950.21,18,60,True,1.0,1.0,0.0,0.0,0.0,7,band_600_650(+3) | tier2_city(+1) | signals_1_firing(+1) | recent_partial_pay(+2),High
LN00011853,CUST0006076,550-600,6-10L,Bengaluru,tier1,207244.71,12,0,False,0.0,,,,,1,band_550_600(+1),Low
LN00011854,CUST0028596,650-850,>15L,Jaipur,tier2,2362108.25,24,0,False,3.0,1.0,1.0,1.0,0.0,4,tier2_city(+1) | signals_3_firing(+3),Medium
LN00011855,CUST0007320,600-650,3-6L,Bengaluru,tier1,174267.3,24,0,False,0.0,,,,,4,band_600_650(+3) | income_3_6L(+1),Medium
LN00011856,CUST0012368,650-850,<3L,Bengaluru,tier1,65073.91,24,0,False,3.0,1.0,1.0,1.0,0.0,5,income_lt3L(+2) | signals_3_firing(+3),Medium
LN00011857,CUST0005607,650-850,10-15L,Chennai,tier1,875217.47,12,0,False,1.0,1.0,0.0,0.0,0.0,1,signals_1_firing(+1),Low
LN00011858,CUST0013510,600-650,3-6L,Coimbatore,tier2,275895.17,24,0,False,0.0,,,,,5,band_600_650(+3) | income_3_6L(+1) | tier2_city(+1),Medium
LN00011859,CUST0025135,600-650,6-10L,Hyderabad,tier1,697164.59,36,0,False,0.0,,,,,4,band_600_650(+3) | long_tenure(+1),Medium
LN00011860,CUST0009489,650-850,<3L,Mumbai,tier1,61006.48,24,15,False,0.0,,,,,4,income_lt3L(+2) | dpd_1_29(+2),Medium
LN00011861,CUST0006061,550-600,6-10L,Vadodara,tier2,374552.21,12,0,False,3.0,1.0,1.0,1.0,0.0,5,band_550_600(+1) | tier2_city(+1) | signals_3_firing(+3),Medium
LN00011862,CUST0024670,600-650,>15L,Kolkata,tier1,1874929.58,24,90,True,0.0,,,,,5,band_600_650(+3) | recent_partial_pay(+2),Medium
LN00011863,CUST0020094,600-650,10-15L,Ahmedabad,tier2,1389225.01,18,0,False,0.0,,,,,4,band_600_650(+3) | tier2_city(+1),Medium
LN00011864,CUST0010949,650-850,3-6L,Coimbatore,tier2,203570.77,12,0,False,0.0,,,,,2,income_3_6L(+1) | tier2_city(+1),Low
LN00011865,CUST0007953,300-550,>15L,Indore,tier2,1380290.1,18,1,False,0.0,,,,,5,band_300_550(+2) | tier2_city(+1) | dpd_1_29(+2),Medium
LN00011866,CUST0013439,600-650,3-6L,Bhopal,tier2,72337.26,18,90,True,0.0,,,,,7,band_600_650(+3) | income_3_6L(+1) | tier2_city(+1) | recent_partial_pay(+2),High
LN00011867,CUST0008548,650-850,6-10L,Pune,tier1,489054.02,18,1,False,3.0,1.0,1.0,1.0,0.0,5,signals_3_firing(+3) | dpd_1_29(+2),Medium
LN00011868,CUST0003571,650-850,6-10L,Surat,tier2,493114.77,18,0,False,0.0,,,,,1,tier2_city(+1),Low
LN00011869,CUST0021131,650-850,>15L,Visakhapatnam,tier2,2602666.21,24,15,False,0.0,,,,,3,tier2_city(+1) | dpd_1_29(+2),Low
LN00011870,CUST0008417,650-850,<3L,Coimbatore,tier2,47000.69,12,7,False,2.0,1.0,0.0,1.0,0.0,6,income_lt3L(+2) | tier2_city(+1) | signals_2_firing(+1) | dpd_1_29(+2),Medium
LN00011871,CUST0018343,600-650,10-15L,Lucknow,tier2,1495051.67,12,0,False,0.0,,,,,4,band_600_650(+3) | tier2_city(+1),Medium
LN00011872,CUST0001055,550-600,6-10L,Delhi,tier1,670266.27,24,0,False,0.0,,,,,1,band_550_600(+1),Low
LN00011873,CUST0000818,650-850,<3L,Visakhapatnam,tier2,71110.47,18,0,False,0.0,,,,,3,income_lt3L(+2) | tier2_city(+1),Low
LN00011874,CUST0006845,600-650,>15L,Bengaluru,tier1,2061651.89,18,0,False,0.0,,,,,3,band_600_650(+3),Low
LN00011875,CUST0027846,550-600,6-10L,Chennai,tier1,243631.24,24,0,False,1.0,1.0,0.0,0.0,0.0,2,band_550_600(+1) | signals_1_firing(+1),Low
LN00011876,CUST0009448,650-850,10-15L,Delhi,tier1,1357942.54,24,0,False,0.0,,,,,0,no_risk_factors,Low
LN00011877,CUST0024937,550-600,3-6L,Bengaluru,tier1,166392.9,18,0,False,4.0,1.0,1.0,1.0,1.0,5,band_550_600(+1) | income_3_6L(+1) | signals_4_firing(+3),Medium
LN00011878,CUST0028913,550-600,10-15L,Bhopal,tier2,1241445.58,36,0,False,0.0,,,,,3,band_550_600(+1) | tier2_city(+1) | long_tenure(+1),Low
LN00011879,CUST0013355,650-850,10-15L,Delhi,tier1,709890.11,12,0,False,0.0,,,,,0,no_risk_factors,Low
LN00011880,CUST0001133,300-550,6-10L,Bengaluru,tier1,423515.15,18,0,False,3.0,1.0,1.0,1.0,0.0,5,band_300_550(+2) | signals_3_firing(+3),Medium
LN00011881,CUST0015168,300-550,6-10L,Bengaluru,tier1,246402.68,18,0,False,2.0,0.0,1.0,1.0,0.0,3,band_300_550(+2) | signals_2_firing(+1),Low
LN00011882,CUST0013229,650-850,>15L,Chennai,tier1,1660295.46,24,1,False,1.0,1.0,0.0,0.0,0.0,3,signals_1_firing(+1) | dpd_1_29(+2),Low
LN00011883,CUST0022098,650-850,10-15L,Nagpur,tier2,1479270.92,18,0,False,0.0,,,,,1,tier2_city(+1),Low
LN00011884,CUST0009552,650-850,6-10L,Ahmedabad,tier2,404237.69,36,0,False,0.0,,,,,2,tier2_city(+1) | long_tenure(+1),Low
LN00011885,CUST0018413,650-850,10-15L,Nagpur,tier2,1393794.17,24,0,False,0.0,,,,,1,tier2_city(+1),Low
LN00011886,CUST0004457,650-850,10-15L,Nagpur,tier2,1448999.98,18,0,False,3.0,1.0,1.0,1.0,0.0,4,tier2_city(+1) | signals_3_firing(+3),Medium
LN00011887,CUST0012453,550-600,<3L,Mumbai,tier1,77691.22,24,0,False,2.0,0.0,1.0,1.0,0.0,4,band_550_600(+1) | income_lt3L(+2) | signals_2_firing(+1),Medium
LN00011888,CUST0017775,600-650,6-10L,Surat,tier2,418281.33,12,15,False,0.0,,,,,6,band_600_650(+3) | tier2_city(+1) | dpd_1_29(+2),Medium
LN00011889,CUST0002912,650-850,>15L,Surat,tier2,2891224.55,24,0,False,0.0,,,,,1,tier2_city(+1),Low
LN00011890,CUST0005022,650-850,>15L,Mumbai,tier1,2486453.33,36,0,False,0.0,,,,,1,long_tenure(+1),Low
LN00011891,CUST0002799,650-850,10-15L,Kolkata,tier1,858280.22,12,0,False,1.0,1.0,0.0,0.0,0.0,1,signals_1_firing(+1),Low
LN00011892,CUST0013482,300-550,3-6L,Delhi,tier1,185339.81,36,0,False,3.0,1.0,1.0,1.0,0.0,7,band_300_550(+2) | income_3_6L(+1) | long_tenure(+1) | signals_3_firing(+3),High
LN00011893,CUST0019282,300-550,>15L,Bengaluru,tier1,2556986.3,12,0,False,0.0,,,,,2,band_300_550(+2),Low
LN00011894,CUST0026080,550-600,6-10L,Pune,tier1,409042.7,36,0,False,1.0,1.0,0.0,0.0,0.0,3,band_550_600(+1) | long_tenure(+1) | signals_1_firing(+1),Low
LN00011895,CUST0003486,600-650,3-6L,Mumbai,tier1,74500.57,18,0,False,0.0,,,,,4,band_600_650(+3) | income_3_6L(+1),Medium
LN00011896,CUST0026394,600-650,10-15L,Delhi,tier1,1445605.41,36,0,False,0.0,,,,,4,band_600_650(+3) | long_tenure(+1),Medium
LN00011897,CUST0020138,600-650,>15L,Delhi,tier1,1751416.9,36,0,False,0.0,,,,,4,band_600_650(+3) | long_tenure(+1),Medium
LN00011898,CUST0011352,650-850,3-6L,Delhi,tier1,198095.93,12,0,False,3.0,1.0,1.0,1.0,0.0,4,income_3_6L(+1) | signals_3_firing(+3),Medium
LN00011899,CUST0002556,600-650,>15L,Mumbai,tier1,2079965.21,12,0,False,3.0,1.0,1.0,1.0,0.0,6,band_600_650(+3) | signals_3_firing(+3),Medium
LN00011900,CUST0008121,600-650,>15L,Lucknow,tier2,2710013.65,36,0,False,1.0,1.0,0.0,0.0,0.0,6,band_600_650(+3) | tier2_city(+1) | long_tenure(+1) | signals_1_firing(+1),Medium
LN00011901,CUST0002491,600-650,<3L,Bengaluru,tier1,28147.92,24,60,True,0.0,,,,,7,band_600_650(+3) | income_lt3L(+2) | recent_partial_pay(+2),High
